Year,UNIT_MEASURE,Area,Sex,Regions,Value
2016,Percent,Population of rural areas,Female,Atyrau,80.86991179058347
2016,Percent,,,Batys Kazakhstan,90.09345529671481
2016,Percent,,Male,Batys Kazakhstan,90.83037562851229
2016,Percent,,Female,Batys Kazakhstan,89.41638444371223
2016,Percent,Population of urban areas,,Batys Kazakhstan,94.99571264396444
2016,Percent,Population of urban areas,Male,Batys Kazakhstan,95.6684600706935
2016,Percent,Population of urban areas,Female,Batys Kazakhstan,94.43410822349738
2016,Percent,Population of rural areas,,Batys Kazakhstan,85.23871604242275
2016,Percent,Population of rural areas,Male,Batys Kazakhstan,86.49196375978235
2016,Percent,Population of rural areas,Female,Batys Kazakhstan,83.97306063481722
2016,Percent,,,Zhambyl,75.82514373915541
2016,Percent,,Male,Zhambyl,77.0074229886656
2016,Percent,,Female,Zhambyl,74.70195148234625
2016,Percent,Population of urban areas,,Zhambyl,81.37588815996311
2016,Percent,Population of urban areas,Male,Zhambyl,80.66243209454346
2016,Percent,Population of urban areas,Female,Zhambyl,82.00181983621474
2016,Percent,Population of rural areas,,Zhambyl,72.06136026505361
2016,Percent,Population of rural areas,Male,Zhambyl,74.6940412108481
2016,Percent,Population of rural areas,Female,Zhambyl,69.42181396440947
2016,Percent,,,Karagandy,82.75635732624599
2016,Percent,,Male,Karagandy,84.53645986398767
2016,Percent,,Female,Karagandy,81.18292229049726
2016,Percent,Population of urban areas,,Karagandy,85.30012955818016
2016,Percent,Population of urban areas,Male,Karagandy,87.29712403563455
2016,Percent,Population of urban areas,Female,Karagandy,83.59875850327325
2016,Percent,Population of rural areas,,Karagandy,73.01578648141371
2016,Percent,Population of rural areas,Male,Karagandy,74.89284804114635
2016,Percent,Population of rural areas,Female,Karagandy,71.10664268377934
2016,Percent,,,Kostanay,89.74659053254585
2016,Percent,,Male,Kostanay,91.2306521589786
2016,Percent,,Female,Kostanay,88.43215033758086
2016,Percent,Population of urban areas,,Kostanay,92.28325736572529
2016,Percent,Population of urban areas,Male,Kostanay,94.05019371100494
2016,Percent,Population of urban areas,Female,Kostanay,90.81986366389326
2016,Percent,Population of rural areas,,Kostanay,86.90678177881945
2016,Percent,Population of rural areas,Male,Kostanay,88.30237055151275
2016,Percent,Population of rural areas,Female,Kostanay,85.5746588653868
2016,Percent,,,Kyzylorda,83.86916667689248
2016,Percent,,Male,Kyzylorda,84.09738761306565
2016,Percent,,Female,Kyzylorda,83.64348558249644
2016,Percent,Population of urban areas,,Kyzylorda,91.84761026804709
2016,Percent,Population of urban areas,Male,Kyzylorda,90.55970203967917
2016,Percent,Population of urban areas,Female,Kyzylorda,93.05370556005657
2016,Percent,Population of rural areas,,Kyzylorda,77.7858579523336
2016,Percent,Population of rural areas,Male,Kyzylorda,79.40283562533952
2016,Percent,Population of rural areas,Female,Kyzylorda,76.11913258303595
2016,Percent,,,Mangistau,87.02812089654898
2016,Percent,,Male,Mangistau,87.22315101690235
2016,Percent,,Female,Mangistau,86.83760043451389
2016,Percent,Population of urban areas,,Mangistau,94.00157109190887
2016,Percent,Population of urban areas,Male,Mangistau,95.47805922226186
2016,Percent,Population of urban areas,Female,Mangistau,92.6143462229942
2016,Percent,Population of rural areas,,Mangistau,80.52878015207372
2016,Percent,Population of rural areas,Male,Mangistau,79.81740142586933
2016,Percent,Population of rural areas,Female,Mangistau,81.2494012395263
2016,Percent,,,Pavlodar,89.62053227814047
2016,Percent,,Male,Pavlodar,91.29574461413029
2016,Percent,,Female,Pavlodar,88.14968185309903
2016,Percent,Population of urban areas,,Pavlodar,92.07976841694902
2016,Percent,Population of urban areas,Male,Pavlodar,92.94764936827627
2016,Percent,Population of urban areas,Female,Pavlodar,91.354382385187
2016,Percent,Population of rural areas,,Pavlodar,83.68603039416334
2016,Percent,Population of rural areas,Male,Pavlodar,87.64547175129867
2016,Percent,Population of rural areas,Female,Pavlodar,79.77295565571242
2016,Percent,,,Soltustik Kazakhstan,81.53401618418404
2016,Percent,,Male,Soltustik Kazakhstan,84.01467098518606
2016,Percent,,Female,Soltustik Kazakhstan,79.30282023871187
2016,Percent,Population of urban areas,,Soltustik Kazakhstan,83.0566386800094
2016,Percent,Population of urban areas,Male,Soltustik Kazakhstan,85.03402034287751
2016,Percent,Population of urban areas,Female,Soltustik Kazakhstan,81.45904682648913
2016,Percent,Population of rural areas,,Soltustik Kazakhstan,80.35189809932429
2016,Percent,Population of rural areas,Male,Soltustik Kazakhstan,83.29857925320432
2016,Percent,Population of rural areas,Female,Soltustik Kazakhstan,77.47268047188584
2016,Percent,,,Turkistan,78.11226862017563
2016,Percent,,Male,Turkistan,78.41235079701069
2016,Percent,,Female,Turkistan,77.80838073151223
2016,Percent,Population of urban areas,,Turkistan,77.47997026513586
2016,Percent,Population of urban areas,Male,Turkistan,77.58517328027143
2016,Percent,Population of urban areas,Female,Turkistan,77.37555701843225
2016,Percent,Population of rural areas,,Turkistan,78.26404767724206
2016,Percent,Population of rural areas,Male,Turkistan,78.60845909044247
2016,Percent,Population of rural areas,Female,Turkistan,77.91358075899119
2016,Percent,,,Shygys Kazakhstan,89.48834353486124
2016,Percent,,Male,Shygys Kazakhstan,91.28610311110813
2016,Percent,,Female,Shygys Kazakhstan,87.87797916563005
2016,Percent,Population of urban areas,,Shygys Kazakhstan,92.351186489236
2016,Percent,Population of urban areas,Male,Shygys Kazakhstan,92.60615765339544
2016,Percent,Population of urban areas,Female,Shygys Kazakhstan,92.13783156951023
2016,Percent,Population of rural areas,,Shygys Kazakhstan,85.2000770787932
2016,Percent,Population of rural areas,Male,Shygys Kazakhstan,89.47658226332884
2016,Percent,Population of rural areas,Female,Shygys Kazakhstan,80.9597284369696
2016,Percent,,,Nur-Sultan city,99.63275789398622
2016,Percent,,Male,Nur-Sultan city,99.43010660798599
2016,Percent,,Female,Nur-Sultan city,99.81745473485908
2016,Percent,,,Almaty city,85.41477952012238
2016,Percent,,Male,Almaty city,84.63832864558324
2016,Percent,,Female,Almaty city,86.0512550156694
2016,Percent,,,Shymkent city,80.96892964380258
2016,Percent,,Male,Shymkent city,81.25388595283563
2016,Percent,,Female,Shymkent city,80.71188384315121
2017,Percent,,,,86.80755726815967
2017,Percent,,Male,,87.14366814724087
2017,Percent,,Female,,86.49801031644327
2017,Percent,Population of urban areas,,,89.65166028807316
2017,Percent,Population of urban areas,Male,,89.74279506982195
2017,Percent,Population of urban areas,Female,,89.57258265050886
2017,Percent,Population of rural areas,,,82.9638900638297
2017,Percent,Population of rural areas,Male,,83.87658175256642
2017,Percent,Population of rural areas,Female,,82.05304593519199
2017,Percent,,,Akmola,84.72565384737442
2017,Percent,,Male,Akmola,84.82758403981876
2017,Percent,,Female,Akmola,84.63121733940814
2017,Percent,Population of urban areas,,Akmola,87.76581669861307
2017,Percent,Population of urban areas,Male,Akmola,88.28540964077202
2017,Percent,Population of urban areas,Female,Akmola,87.31502267488285
2017,Percent,Population of rural areas,,Akmola,82.04795889075525
2017,Percent,Population of rural areas,Male,Akmola,81.97130487920336
2017,Percent,Population of rural areas,Female,Akmola,82.12319605772615
2017,Percent,,,Aktobe,89.46883514698168
2017,Percent,,Male,Aktobe,89.7734295561222
2017,Percent,,Female,Aktobe,89.1891611133907
2017,Percent,Population of urban areas,,Aktobe,91.93557597103094
2017,Percent,Population of urban areas,Male,Aktobe,91.83631560124135
2017,Percent,Population of urban areas,Female,Aktobe,92.02252368786988
2017,Percent,Population of rural areas,,Aktobe,85.29892798991735
2017,Percent,Population of rural areas,Male,Aktobe,86.50708403662217
2017,Percent,Population of rural areas,Female,Aktobe,84.09794151401137
2017,Percent,,,Almaty,89.26621643304114
2017,Percent,,Male,Almaty,89.78675244859717
2017,Percent,,Female,Almaty,88.76502610833742
2017,Percent,Population of urban areas,,Almaty,86.33263414896506
2017,Percent,Population of urban areas,Male,Almaty,85.18087708095419
2017,Percent,Population of urban areas,Female,Almaty,87.36247074097591
2017,Percent,Population of rural areas,,Almaty,90.1585673428965
2017,Percent,Population of rural areas,Male,Almaty,91.11974737397458
2017,Percent,Population of rural areas,Female,Almaty,89.21206537867606
2017,Percent,,,Atyrau,87.72917290184303
2017,Percent,,Male,Atyrau,86.96690900173246
2017,Percent,,Female,Atyrau,88.45618442942992
2017,Percent,Population of urban areas,,Atyrau,93.5609466348247
2017,Percent,Population of urban areas,Male,Atyrau,94.50858356185579
2017,Percent,Population of urban areas,Female,Atyrau,92.70950799412992
2017,Percent,Population of rural areas,,Atyrau,82.4610985747782
2017,Percent,Population of rural areas,Male,Atyrau,80.53937622260808
2017,Percent,Population of rural areas,Female,Atyrau,84.3953483227267
2017,Percent,,,Batys Kazakhstan,90.7363946564845
2017,Percent,,Male,Batys Kazakhstan,91.0731313724052
2017,Percent,,Female,Batys Kazakhstan,90.42639755013016
2017,Percent,Population of urban areas,,Batys Kazakhstan,97.342111341309
2017,Percent,Population of urban areas,Male,Batys Kazakhstan,97.27474972191324
2017,Percent,Population of urban areas,Female,Batys Kazakhstan,97.398547833719
2017,Percent,Population of rural areas,,Batys Kazakhstan,83.96621844102908
2017,Percent,Population of rural areas,Male,Batys Kazakhstan,85.31674752132159
2017,Percent,Population of rural areas,Female,Batys Kazakhstan,82.5973988739683
2017,Percent,,,Zhambyl,81.85131256680667
2017,Percent,,Male,Zhambyl,81.98561678544858
2017,Percent,,Female,Zhambyl,81.72336364887656
2017,Percent,Population of urban areas,,Zhambyl,84.21105210578895
2017,Percent,Population of urban areas,Male,Zhambyl,83.53510827918204
2017,Percent,Population of urban areas,Female,Zhambyl,84.80636827727717
2017,Percent,Population of rural areas,,Zhambyl,80.27692221341324
2017,Percent,Population of rural areas,Male,Zhambyl,81.01923093756291
2017,Percent,Population of rural areas,Female,Zhambyl,79.53176705041713
2017,Percent,,,Karagandy,86.20339706649632
2017,Percent,,Male,Karagandy,86.72458846507807
2017,Percent,,Female,Karagandy,85.74195629482884
2017,Percent,Population of urban areas,,Karagandy,87.7708795277273
2017,Percent,Population of urban areas,Male,Karagandy,88.3676082630093
2017,Percent,Population of urban areas,Female,Karagandy,87.26142394401842
2017,Percent,Population of rural areas,,Karagandy,80.12130521257951
2017,Percent,Population of rural areas,Male,Karagandy,80.90695197181284
2017,Percent,Population of rural areas,Female,Karagandy,79.32077782151137
2017,Percent,,,Kostanay,93.10467027440437
2017,Percent,,Male,Kostanay,93.91385408239066
2017,Percent,,Female,Kostanay,92.38607928355064
2017,Percent,Population of urban areas,,Kostanay,95.42146514982471
2017,Percent,Population of urban areas,Male,Kostanay,95.93033725207728
2017,Percent,Population of urban areas,Female,Kostanay,94.99891057765018
2017,Percent,Population of rural areas,,Kostanay,90.45335256525831
2017,Percent,Population of rural areas,Male,Kostanay,91.77492721234891
2017,Percent,Population of rural areas,Female,Kostanay,89.18640361203104
2017,Percent,,,Kyzylorda,83.05673595957276
2017,Percent,,Male,Kyzylorda,82.83013197081887
2017,Percent,,Female,Kyzylorda,83.28132851498913
2017,Percent,Population of urban areas,,Kyzylorda,88.67069041150043
2017,Percent,Population of urban areas,Male,Kyzylorda,89.00939493468675
2017,Percent,Population of urban areas,Female,Kyzylorda,88.35288186859353
2017,Percent,Population of rural areas,,Kyzylorda,78.7207002347597
2017,Percent,Population of rural areas,Male,Kyzylorda,78.28519793776955
2017,Percent,Population of rural areas,Female,Kyzylorda,79.17097937526556
2017,Percent,,,Mangistau,89.32530438872314
2017,Percent,,Male,Mangistau,90.89692902145724
2017,Percent,,Female,Mangistau,87.78770379875952
2017,Percent,Population of urban areas,,Mangistau,92.89004149832407
2017,Percent,Population of urban areas,Male,Mangistau,93.38246313061414
2017,Percent,Population of urban areas,Female,Mangistau,92.40277214422476
2017,Percent,Population of rural areas,,Mangistau,86.72806378656037
2017,Percent,Population of rural areas,Male,Mangistau,89.06792249661068
2017,Percent,Population of rural areas,Female,Mangistau,84.45774563672641
2017,Percent,,,Pavlodar,86.54084226572034
2017,Percent,,Male,Pavlodar,86.99817883209961
2017,Percent,,Female,Pavlodar,86.13836373801588
2017,Percent,Population of urban areas,,Pavlodar,89.25920051254778
2017,Percent,Population of urban areas,Male,Pavlodar,90.30370056844299
2017,Percent,Population of urban areas,Female,Pavlodar,88.38515691796773
2017,Percent,Population of rural areas,,Pavlodar,79.94110318269341
2017,Percent,Population of rural areas,Male,Pavlodar,79.66393512978587
2017,Percent,Population of rural areas,Female,Pavlodar,80.21661447040873
2017,Percent,,,Soltustik Kazakhstan,83.52932342704908
2017,Percent,,Male,Soltustik Kazakhstan,85.53098182476405
2017,Percent,,Female,Soltustik Kazakhstan,81.72498382225058
2017,Percent,Population of urban areas,,Soltustik Kazakhstan,86.47535573800785
2017,Percent,Population of urban areas,Male,Soltustik Kazakhstan,87.72909345587692
2017,Percent,Population of urban areas,Female,Soltustik Kazakhstan,85.4593899228542
2017,Percent,Population of rural areas,,Soltustik Kazakhstan,81.18382495897039
2017,Percent,Population of rural areas,Male,Soltustik Kazakhstan,83.94890534187505
2017,Percent,Population of rural areas,Female,Soltustik Kazakhstan,78.47195720203443
2017,Percent,,,Turkistan,78.75761098422967
2017,Percent,,Male,Turkistan,79.6851890020448
2017,Percent,,Female,Turkistan,77.81655982526003
2017,Percent,Population of urban areas,,Turkistan,76.56864449907552
2017,Percent,Population of urban areas,Male,Turkistan,75.78327353657833
2017,Percent,Population of urban areas,Female,Turkistan,77.35056748539502
2017,Percent,Population of rural areas,,Turkistan,79.27375537355721
2017,Percent,Population of rural areas,Male,Turkistan,80.59463661385662
2017,Percent,Population of rural areas,Female,Turkistan,77.92772779022087
2017,Percent,,,Shygys Kazakhstan,85.31077619681726
2017,Percent,,Male,Shygys Kazakhstan,85.0664713787479
2017,Percent,,Female,Shygys Kazakhstan,85.52979716211733
2017,Percent,Population of urban areas,,Shygys Kazakhstan,92.18319488813677
2017,Percent,Population of urban areas,Male,Shygys Kazakhstan,91.35374186072416
2017,Percent,Population of urban areas,Female,Shygys Kazakhstan,92.87837857499672
2017,Percent,Population of rural areas,,Shygys Kazakhstan,74.77044914674663
2017,Percent,Population of rural areas,Male,Shygys Kazakhstan,76.244605660048
2017,Percent,Population of rural areas,Female,Shygys Kazakhstan,73.30568811188246
2017,Percent,,,Nur-Sultan city,96.2942042962996
2017,Percent,,Male,Nur-Sultan city,96.10350611838518
2017,Percent,,Female,Nur-Sultan city,96.46750405702991
2017,Percent,,,Almaty city,86.45317311397146
2017,Percent,,Male,Almaty city,86.29028327621764
2017,Percent,,Female,Almaty city,86.58640200817301
2017,Percent,,,Shymkent city,91.1764425705734
2017,Percent,,Male,Shymkent city,92.13294056897324
2017,Percent,,Female,Shymkent city,90.3119880548654
2018,Percent,,,,87.92728522221233
2018,Percent,,Male,,88.77549499708479
2018,Percent,,Female,,87.14488055706352
2018,Percent,Population of urban areas,,,90.19975510213328
2018,Percent,Population of urban areas,Male,,91.05518870911364
2018,Percent,Population of urban areas,Female,,89.4562867926278
2018,Percent,Population of rural areas,,,84.7685053974443
2018,Percent,Population of rural areas,Male,,85.83118470035521
2018,Percent,Population of rural areas,Female,,83.70394055799727
2018,Percent,,,Akmola,88.8672089658526
2018,Percent,,Male,Akmola,90.20049032705658
2018,Percent,,Female,Akmola,87.62777131386022
2018,Percent,Population of urban areas,,Akmola,90.64487679510887
2018,Percent,Population of urban areas,Male,Akmola,91.90884237298121
2018,Percent,Population of urban areas,Female,Akmola,89.5449117686082
2018,Percent,Population of rural areas,,Akmola,87.31034424329029
2018,Percent,Population of rural areas,Male,Akmola,88.79737721340305
2018,Percent,Population of rural areas,Female,Akmola,85.84592877421814
2018,Percent,,,Aktobe,88.13388513700657
2018,Percent,,Male,Aktobe,87.71124347394873
2018,Percent,,Female,Aktobe,88.52264093164732
2018,Percent,Population of urban areas,,Aktobe,90.42416930885658
2018,Percent,Population of urban areas,Male,Aktobe,89.30499325236168
2018,Percent,Population of urban areas,Female,Aktobe,91.41507023346372
2018,Percent,Population of rural areas,,Aktobe,82.80868231779982
2018,Percent,Population of rural areas,Male,Aktobe,84.23946729948464
2018,Percent,Population of rural areas,Female,Aktobe,81.37077361857006
2018,Percent,,,Almaty,91.95136060791474
2018,Percent,,Male,Almaty,92.90407866029491
2018,Percent,,Female,Almaty,91.0292774957306
2018,Percent,Population of urban areas,,Almaty,90.13923700618138
2018,Percent,Population of urban areas,Male,Almaty,90.65411739323903
2018,Percent,Population of urban areas,Female,Almaty,89.67804585817397
2018,Percent,Population of rural areas,,Almaty,92.47973249117592
2018,Percent,Population of rural areas,Male,Almaty,93.52723470207084
2018,Percent,Population of rural areas,Female,Almaty,91.44280776978951
2018,Percent,,,Atyrau,86.12814642286753
2018,Percent,,Male,Atyrau,86.04165540879579
2018,Percent,,Female,Atyrau,86.21084818701709
2018,Percent,Population of urban areas,,Atyrau,89.07872696817421
2018,Percent,Population of urban areas,Male,Atyrau,90.42940933245531
2018,Percent,Population of urban areas,Female,Atyrau,87.85393898154447
2018,Percent,Population of rural areas,,Atyrau,82.95560214794847
2018,Percent,Population of rural areas,Male,Atyrau,81.58156911581568
2018,Percent,Population of rural areas,Female,Atyrau,84.34645247446356
2018,Percent,,,Batys Kazakhstan,90.16207126041564
2018,Percent,,Male,Batys Kazakhstan,91.18222742398329
2018,Percent,,Female,Batys Kazakhstan,89.22060278751488
2018,Percent,Population of urban areas,,Batys Kazakhstan,95.6739212855994
2018,Percent,Population of urban areas,Male,Batys Kazakhstan,96.73898090829664
2018,Percent,Population of urban areas,Female,Batys Kazakhstan,94.77651216119696
2018,Percent,Population of rural areas,,Batys Kazakhstan,84.35519636607236
2018,Percent,Population of rural areas,Male,Batys Kazakhstan,85.86868413942177
2018,Percent,Population of rural areas,Female,Batys Kazakhstan,82.81844501079351
2018,Percent,,,Zhambyl,83.02438062013924
2018,Percent,,Male,Zhambyl,84.20114835091469
2018,Percent,,Female,Zhambyl,81.90014124409102
2018,Percent,Population of urban areas,,Zhambyl,78.67395789094456
2018,Percent,Population of urban areas,Male,Zhambyl,78.54861011777047
2018,Percent,Population of urban areas,Female,Zhambyl,78.78457852319755
2018,Percent,Population of rural areas,,Zhambyl,85.88797341272591
2018,Percent,Population of rural areas,Male,Zhambyl,87.67840382067136
2018,Percent,Population of rural areas,Female,Zhambyl,84.08595204356645
2018,Percent,,,Karagandy,86.31205047109883
2018,Percent,,Male,Karagandy,87.26770139413502
2018,Percent,,Female,Karagandy,85.46465025535002
2018,Percent,Population of urban areas,,Karagandy,87.32465610396456
2018,Percent,Population of urban areas,Male,Karagandy,88.04193551578905
2018,Percent,Population of urban areas,Female,Karagandy,86.71112185241016
2018,Percent,Population of rural areas,,Karagandy,82.36050373130637
2018,Percent,Population of rural areas,Male,Karagandy,84.50917181434664
2018,Percent,Population of rural areas,Female,Karagandy,80.16892134849417
2018,Percent,,,Kostanay,91.32357953375023
2018,Percent,,Male,Kostanay,91.44615433565248
2018,Percent,,Female,Kostanay,91.2145056448854
2018,Percent,Population of urban areas,,Kostanay,93.68574604860251
2018,Percent,Population of urban areas,Male,Kostanay,93.18207860662312
2018,Percent,Population of urban areas,Female,Kostanay,94.10505250929563
2018,Percent,Population of rural areas,,Kostanay,88.55495279533254
2018,Percent,Population of rural areas,Male,Kostanay,89.5607996924685
2018,Percent,Population of rural areas,Female,Kostanay,87.58751303385608
2018,Percent,,,Kyzylorda,85.90732056275336
2018,Percent,,Male,Kyzylorda,86.58189058997473
2018,Percent,,Female,Kyzylorda,85.23702539753532
2018,Percent,Population of urban areas,,Kyzylorda,93.89481046157712
2018,Percent,Population of urban areas,Male,Kyzylorda,93.8065238695226
2018,Percent,Population of urban areas,Female,Kyzylorda,93.97796083317677
2018,Percent,Population of rural areas,,Kyzylorda,79.69218495320166
2018,Percent,Population of rural areas,Male,Kyzylorda,81.2233921043341
2018,Percent,Population of rural areas,Female,Kyzylorda,78.105923292475
2018,Percent,,,Mangistau,88.69534726904922
2018,Percent,,Male,Mangistau,88.56474763894495
2018,Percent,,Female,Mangistau,88.82308584274139
2018,Percent,Population of urban areas,,Mangistau,91.75555193905512
2018,Percent,Population of urban areas,Male,Mangistau,91.48311047000416
2018,Percent,Population of urban areas,Female,Mangistau,92.02476520279134
2018,Percent,Population of rural areas,,Mangistau,86.57914907595537
2018,Percent,Population of rural areas,Male,Mangistau,86.52891643619121
2018,Percent,Population of rural areas,Female,Mangistau,86.62793486341944
2018,Percent,,,Pavlodar,88.11006925616846
2018,Percent,,Male,Pavlodar,89.44824612972764
2018,Percent,,Female,Pavlodar,86.92970702155405
2018,Percent,Population of urban areas,,Pavlodar,91.36126740692792
2018,Percent,Population of urban areas,Male,Pavlodar,93.46472911000605
2018,Percent,Population of urban areas,Female,Pavlodar,89.59948455868197
2018,Percent,Population of rural areas,,Pavlodar,80.21659740586828
2018,Percent,Population of rural areas,Male,Pavlodar,80.55720691218701
2018,Percent,Population of rural areas,Female,Pavlodar,79.87610797743756
2018,Percent,,,Soltustik Kazakhstan,84.82252502148063
2018,Percent,,Male,Soltustik Kazakhstan,85.13159417414738
2018,Percent,,Female,Soltustik Kazakhstan,84.54328879860795
2018,Percent,Population of urban areas,,Soltustik Kazakhstan,86.37482923943027
2018,Percent,Population of urban areas,Male,Soltustik Kazakhstan,86.47797065339105
2018,Percent,Population of urban areas,Female,Soltustik Kazakhstan,86.2908667600576
2018,Percent,Population of rural areas,,Soltustik Kazakhstan,83.54780856567156
2018,Percent,Population of rural areas,Male,Soltustik Kazakhstan,84.13112935353848
2018,Percent,Population of rural areas,Female,Soltustik Kazakhstan,82.97395082158917
2018,Percent,,,Turkistan,80.37042534942408
2018,Percent,,Male,Turkistan,81.22557042514572
2018,Percent,,Female,Turkistan,79.49867078274228
2018,Percent,Population of urban areas,,Turkistan,77.89322296617075
2018,Percent,Population of urban areas,Male,Turkistan,78.00266804536953
2018,Percent,Population of urban areas,Female,Turkistan,77.78346754061424
2018,Percent,Population of rural areas,,Turkistan,80.94845866704055
2018,Percent,Population of rural areas,Male,Turkistan,81.97002166584471
2018,Percent,Population of rural areas,Female,Turkistan,79.9030296811267
2018,Percent,,,Shygys Kazakhstan,87.34541820872835
2018,Percent,,Male,Shygys Kazakhstan,87.71079724073431
2018,Percent,,Female,Shygys Kazakhstan,87.0175187853318
2018,Percent,Population of urban areas,,Shygys Kazakhstan,94.22063176542886
2018,Percent,Population of urban areas,Male,Shygys Kazakhstan,94.29950969697666
2018,Percent,Population of urban areas,Female,Shygys Kazakhstan,94.15438987288064
2018,Percent,Population of rural areas,,Shygys Kazakhstan,76.52170504816296
2018,Percent,Population of rural areas,Male,Shygys Kazakhstan,78.22146700651373
2018,Percent,Population of rural areas,Female,Shygys Kazakhstan,74.82903572443152
2018,Percent,,,Nur-Sultan city,94.19164879238328
2018,Percent,,Male,Nur-Sultan city,98.47858562808041
2018,Percent,,Female,Nur-Sultan city,90.31903634532092
2018,Percent,,,Almaty city,89.80043873012005
2018,Percent,,Male,Almaty city,90.54687605858999
2018,Percent,,Female,Almaty city,89.19044613493672
2018,Percent,,,Shymkent city,91.30396348082004
2018,Percent,,Male,Shymkent city,92.36681484036042
2018,Percent,,Female,Shymkent city,90.34503822382472
2019,Percent,,,,88.12097004703236
2019,Percent,,Male,,88.5960218220858
2019,Percent,,Female,,87.68209467503725
2019,Percent,Population of urban areas,,,90.05839995548139
2019,Percent,Population of urban areas,Male,,90.58035861573099
2019,Percent,Population of urban areas,Female,,89.60399153099115
2019,Percent,Population of rural areas,,,85.39844628719246
2019,Percent,Population of rural areas,Male,,86.00571846176855
2019,Percent,Population of rural areas,Female,,84.78872340590502
2019,Percent,,,Akmola,88.11544799788605
2019,Percent,,Male,Akmola,89.20136915283669
2019,Percent,,Female,Akmola,87.10455354871533
2019,Percent,Population of urban areas,,Akmola,89.23739425712861
2019,Percent,Population of urban areas,Male,Akmola,89.96836122207374
2019,Percent,Population of urban areas,Female,Akmola,88.60059408030642
2019,Percent,Population of rural areas,,Akmola,87.13193845979967
2019,Percent,Population of rural areas,Male,Akmola,88.57102216153167
2019,Percent,Population of rural areas,Female,Akmola,85.71228109564436
2019,Percent,,,Aktobe,90.66373219043207
2019,Percent,,Male,Aktobe,91.57664838406092
2019,Percent,,Female,Aktobe,89.8219061281598
2019,Percent,Population of urban areas,,Aktobe,92.43496940368723
2019,Percent,Population of urban areas,Male,Aktobe,92.56051547682202
2019,Percent,Population of urban areas,Female,Aktobe,92.32351312164198
2019,Percent,Population of rural areas,,Aktobe,86.44354948227995
2019,Percent,Population of rural areas,Male,Aktobe,89.38193905817172
2019,Percent,Population of rural areas,Female,Aktobe,83.47796525255417
2019,Percent,,,Almaty,91.72652554303212
2019,Percent,,Male,Almaty,91.91252630743077
2019,Percent,,Female,Almaty,91.54669909386892
2019,Percent,Population of urban areas,,Almaty,90.23761031907671
2019,Percent,Population of urban areas,Male,Almaty,91.1744221119307
2019,Percent,Population of urban areas,Female,Almaty,89.40154416533092
2019,Percent,Population of rural areas,,Almaty,92.14729405676974
2019,Percent,Population of rural areas,Male,Almaty,92.11036739397743
2019,Percent,Population of rural areas,Female,Almaty,92.18381030253477
2019,Percent,,,Atyrau,84.65256384684145
2019,Percent,,Male,Atyrau,84.70095912890929
2019,Percent,,Female,Atyrau,84.60625161513009
2019,Percent,Population of urban areas,,Atyrau,88.53459096940789
