Year,UNIT_MEASURE,Regions,Value
2015,thousand people,Atyrau,1.0
2015,thousand people,Batys Kazakhstan,0.9
2015,thousand people,Zhambyl,1.2
2015,thousand people,Karagandy,1.5
2015,thousand people,Kostanay,0.6
2015,thousand people,Kyzylorda,1.0
2015,thousand people,Mangistau,1.0
2015,thousand people,Ontustik Kazakhstan,2.9
2015,thousand people,Pavlodar,2.2
2015,thousand people,Soltustik Kazakhstan,0.9
2015,thousand people,Shygys Kazakhstan,1.5
2015,thousand people,Nur-Sultan city,0.6
2015,thousand people,Almaty city,0.5
2016,thousand people,,22.1
2016,thousand people,Akmola,1.9
2016,thousand people,Aktobe,1.2
2016,thousand people,Almaty,1.7
2016,thousand people,Atyrau,1.4
2016,thousand people,Batys Kazakhstan,1.0
2016,thousand people,Zhambyl,1.1
2016,thousand people,Karagandy,2.1
2016,thousand people,Kostanay,0.5
2016,thousand people,Kyzylorda,0.7
2016,thousand people,Mangistau,0.9
2016,thousand people,Ontustik Kazakhstan,1.9
2016,thousand people,Pavlodar,1.3
2016,thousand people,Soltustik Kazakhstan,0.9
2016,thousand people,Shygys Kazakhstan,1.0
2016,thousand people,Nur-Sultan city,0.5
2016,thousand people,Almaty city,4.0
2017,thousand people,,17.9
2017,thousand people,Akmola,1.8
2017,thousand people,Aktobe,0.7
2017,thousand people,Almaty,1.3
2017,thousand people,Atyrau,0.7
2017,thousand people,Batys Kazakhstan,1.0
2017,thousand people,Zhambyl,1.4
2017,thousand people,Karagandy,0.6
2017,thousand people,Kostanay,0.4
2017,thousand people,Kyzylorda,0.1
2017,thousand people,Mangistau,0.9
2017,thousand people,Ontustik Kazakhstan,2.9
2017,thousand people,Pavlodar,1.1
2017,thousand people,Soltustik Kazakhstan,0.4
2017,thousand people,Shygys Kazakhstan,3.3
2017,thousand people,Nur-Sultan city,0.2
2017,thousand people,Almaty city,1.1
2018,thousand people,,16.8
2018,thousand people,Akmola,1.5
2018,thousand people,Aktobe,0.5
2018,thousand people,Almaty,0.9
2018,thousand people,Atyrau,0.4
2018,thousand people,Batys Kazakhstan,0.5
2018,thousand people,Zhambyl,1.1
2018,thousand people,Karagandy,1.0
2018,thousand people,Kostanay,0.4
2018,thousand people,Kyzylorda,0.5
2018,thousand people,Mangistau,0.1
2018,thousand people,Pavlodar,1.4
2018,thousand people,Soltustik Kazakhstan,0.2
2018,thousand people,Turkistan,1.1
2018,thousand people,Shygys Kazakhstan,1.7
2018,thousand people,Nur-Sultan city,0.1
2018,thousand people,Almaty city,4.1
2018,thousand people,Shymkent city,1.3
2019,thousand people,,6.2
2019,thousand people,Akmola,0.1
2019,thousand people,Aktobe,0.1
2019,thousand people,Almaty,1.0
2019,thousand people,Atyrau,0.1
2019,thousand people,Batys Kazakhstan,0.0
2019,thousand people,Zhambyl,0.1
2019,thousand people,Karagandy,0.9
2019,thousand people,Kostanay,0.6
2019,thousand people,Kyzylorda,0.1
2019,thousand people,Mangistau,0.0
2019,thousand people,Pavlodar,0.1
2019,thousand people,Soltustik Kazakhstan,0.2
2019,thousand people,Turkistan,0.5
2019,thousand people,Shygys Kazakhstan,0.5
2019,thousand people,Nur-Sultan city,0.1
2019,thousand people,Almaty city,1.2
2019,thousand people,Shymkent city,0.6
2020,thousand people,,18.7
2020,thousand people,Akmola,1.2
2020,thousand people,Aktobe,1.2
2020,thousand people,Almaty,2.8
2020,thousand people,Atyrau,0.6
2020,thousand people,Batys Kazakhstan,0.3
2020,thousand people,Zhambyl,1.4
2020,thousand people,Karagandy,2.5
2020,thousand people,Kostanay,0.4
2020,thousand people,Kyzylorda,0.3
2020,thousand people,Mangistau,0.3
2020,thousand people,Pavlodar,0.2
2020,thousand people,Soltustik Kazakhstan,1.2
2020,thousand people,Turkistan,1.5
2020,thousand people,Shygys Kazakhstan,0.4
2020,thousand people,Nur-Sultan city,0.9
2020,thousand people,Almaty city,2.3
2020,thousand people,Shymkent city,1.2
