Year,UNIT_MEASURE,SERIES,Regions,Value
2010,thousands hectares,Proportion of forest area with a long-term management plan,Karagandy,155.4
2010,thousands hectares,Proportion of forest area with a long-term management plan,Kostanay,222.4
2010,thousands hectares,Proportion of forest area with a long-term management plan,Kyzylorda,3094.7
2010,thousands hectares,Proportion of forest area with a long-term management plan,Mangistau,122.7
2010,thousands hectares,Proportion of forest area with a long-term management plan,Pavlodar,247.0
2010,thousands hectares,Proportion of forest area with a long-term management plan,Soltustik Kazakhstan,530.2
2010,thousands hectares,Proportion of forest area with a long-term management plan,Turkistan,1603.4
2010,thousands hectares,Proportion of forest area with a long-term management plan,Shygys Kazakhstan,1800.8
2011,thousands hectares,"Площадь территории, покрытой лесом",,12452.0
2011,thousands hectares,"Площадь территории, покрытой лесом",Akmola,378.6
2011,thousands hectares,"Площадь территории, покрытой лесом",Aktobe,47.2
2011,thousands hectares,"Площадь территории, покрытой лесом",Almaty,1850.9
2011,thousands hectares,"Площадь территории, покрытой лесом",Atyrau,15.8
2011,thousands hectares,"Площадь территории, покрытой лесом",Batys Kazakhstan,104.6
2011,thousands hectares,"Площадь территории, покрытой лесом",Zhambyl,2219.6
2011,thousands hectares,"Площадь территории, покрытой лесом",Karagandy,155.4
2011,thousands hectares,"Площадь территории, покрытой лесом",Kostanay,223.7
2011,thousands hectares,"Площадь территории, покрытой лесом",Kyzylorda,3088.2
2011,thousands hectares,"Площадь территории, покрытой лесом",Mangistau,122.8
2011,thousands hectares,"Площадь территории, покрытой лесом",Pavlodar,249.9
2011,thousands hectares,"Площадь территории, покрытой лесом",Soltustik Kazakhstan,529.4
2011,thousands hectares,"Площадь территории, покрытой лесом",Turkistan,1603.4
2011,thousands hectares,"Площадь территории, покрытой лесом",Shygys Kazakhstan,1862.5
2011,M_METER3,Above-ground biomass in forest (tonnes),,380.7
2011,M_METER3,Above-ground biomass in forest (tonnes),Akmola,42.7
2011,M_METER3,Above-ground biomass in forest (tonnes),Aktobe,1.0
2011,M_METER3,Above-ground biomass in forest (tonnes),Almaty,38.7
2011,M_METER3,Above-ground biomass in forest (tonnes),Atyrau,0.5
2011,M_METER3,Above-ground biomass in forest (tonnes),Batys Kazakhstan,8.0
2011,M_METER3,Above-ground biomass in forest (tonnes),Zhambyl,3.4
2011,M_METER3,Above-ground biomass in forest (tonnes),Karagandy,4.6
2011,M_METER3,Above-ground biomass in forest (tonnes),Kostanay,16.5
2011,M_METER3,Above-ground biomass in forest (tonnes),Kyzylorda,6.0
2011,M_METER3,Above-ground biomass in forest (tonnes),Mangistau,0.1
2011,M_METER3,Above-ground biomass in forest (tonnes),Pavlodar,26.6
2011,M_METER3,Above-ground biomass in forest (tonnes),Soltustik Kazakhstan,54.4
2011,M_METER3,Above-ground biomass in forest (tonnes),Turkistan,3.1
2011,M_METER3,Above-ground biomass in forest (tonnes),Shygys Kazakhstan,175.1
2011,Percent,Изменение чистой площади лесов,,134.20000000000073
2011,Percent,Изменение чистой площади лесов,Akmola,4.900000000000034
2011,Percent,Изменение чистой площади лесов,Aktobe,-0.0999999999999943
2011,Percent,Изменение чистой площади лесов,Almaty,53.30000000000018
2011,Percent,Изменение чистой площади лесов,Atyrau,0.0
2011,Percent,Изменение чистой площади лесов,Batys Kazakhstan,1.2999999999999972
2011,Percent,Изменение чистой площади лесов,Zhambyl,6.0
2011,Percent,Изменение чистой площади лесов,Karagandy,0.0
2011,Percent,Изменение чистой площади лесов,Kostanay,1.299999999999983
2011,Percent,Изменение чистой площади лесов,Kyzylorda,-6.5
2011,Percent,Изменение чистой площади лесов,Mangistau,0.0999999999999943
2011,Percent,Изменение чистой площади лесов,Pavlodar,2.9000000000000057
2011,Percent,Изменение чистой площади лесов,Soltustik Kazakhstan,-0.8
2011,Percent,Изменение чистой площади лесов,Turkistan,0.0
2011,Percent,Изменение чистой площади лесов,Shygys Kazakhstan,61.700000000000045
2011,thousands hectares,Proportion of forest area within legally established protected areas,,12452.0
2011,thousands hectares,Proportion of forest area within legally established protected areas,Akmola,378.6
2011,thousands hectares,Proportion of forest area within legally established protected areas,Aktobe,47.2
2011,thousands hectares,Proportion of forest area within legally established protected areas,Almaty,1850.9
2011,thousands hectares,Proportion of forest area within legally established protected areas,Atyrau,15.8
2011,thousands hectares,Proportion of forest area within legally established protected areas,Batys Kazakhstan,104.6
2011,thousands hectares,Proportion of forest area within legally established protected areas,Zhambyl,2219.6
2011,thousands hectares,Proportion of forest area within legally established protected areas,Karagandy,155.4
2011,thousands hectares,Proportion of forest area within legally established protected areas,Kostanay,223.7
2011,thousands hectares,Proportion of forest area within legally established protected areas,Kyzylorda,3088.2
2011,thousands hectares,Proportion of forest area within legally established protected areas,Mangistau,122.8
2011,thousands hectares,Proportion of forest area within legally established protected areas,Pavlodar,249.9
2011,thousands hectares,Proportion of forest area within legally established protected areas,Soltustik Kazakhstan,529.4
2011,thousands hectares,Proportion of forest area within legally established protected areas,Turkistan,1603.4
2011,thousands hectares,Proportion of forest area within legally established protected areas,Shygys Kazakhstan,1862.5
2011,thousands hectares,Proportion of forest area with a long-term management plan,,12452.0
2011,thousands hectares,Proportion of forest area with a long-term management plan,Akmola,378.6
2011,thousands hectares,Proportion of forest area with a long-term management plan,Aktobe,47.2
2011,thousands hectares,Proportion of forest area with a long-term management plan,Almaty,1850.9
2011,thousands hectares,Proportion of forest area with a long-term management plan,Atyrau,15.8
2011,thousands hectares,Proportion of forest area with a long-term management plan,Batys Kazakhstan,104.6
2011,thousands hectares,Proportion of forest area with a long-term management plan,Zhambyl,2219.6
2011,thousands hectares,Proportion of forest area with a long-term management plan,Karagandy,155.4
2011,thousands hectares,Proportion of forest area with a long-term management plan,Kostanay,223.7
2011,thousands hectares,Proportion of forest area with a long-term management plan,Kyzylorda,3088.2
2011,thousands hectares,Proportion of forest area with a long-term management plan,Mangistau,122.8
2011,thousands hectares,Proportion of forest area with a long-term management plan,Pavlodar,249.9
2011,thousands hectares,Proportion of forest area with a long-term management plan,Soltustik Kazakhstan,529.4
2011,thousands hectares,Proportion of forest area with a long-term management plan,Turkistan,1603.4
2011,thousands hectares,Proportion of forest area with a long-term management plan,Shygys Kazakhstan,1862.5
2012,thousands hectares,"Площадь территории, покрытой лесом",,12548.6
2012,thousands hectares,"Площадь территории, покрытой лесом",Akmola,378.0
2012,thousands hectares,"Площадь территории, покрытой лесом",Aktobe,47.9
2012,thousands hectares,"Площадь территории, покрытой лесом",Almaty,1851.7
2012,thousands hectares,"Площадь территории, покрытой лесом",Atyrau,15.8
2012,thousands hectares,"Площадь территории, покрытой лесом",Batys Kazakhstan,106.1
2012,thousands hectares,"Площадь территории, покрытой лесом",Zhambyl,2222.3
2012,thousands hectares,"Площадь территории, покрытой лесом",Karagandy,156.0
2012,thousands hectares,"Площадь территории, покрытой лесом",Kostanay,224.1
2012,thousands hectares,"Площадь территории, покрытой лесом",Kyzylorda,3056.8
2012,thousands hectares,"Площадь территории, покрытой лесом",Mangistau,122.8
2012,thousands hectares,"Площадь территории, покрытой лесом",Pavlodar,249.3
2012,thousands hectares,"Площадь территории, покрытой лесом",Soltustik Kazakhstan,529.7
2012,thousands hectares,"Площадь территории, покрытой лесом",Turkistan,1614.1
2012,thousands hectares,"Площадь территории, покрытой лесом",Shygys Kazakhstan,1974.1
2012,M_METER3,Above-ground biomass in forest (tonnes),,412.2
2012,M_METER3,Above-ground biomass in forest (tonnes),Akmola,45.4
2012,M_METER3,Above-ground biomass in forest (tonnes),Aktobe,1.1
2012,M_METER3,Above-ground biomass in forest (tonnes),Almaty,40.7
2012,M_METER3,Above-ground biomass in forest (tonnes),Atyrau,0.5
2012,M_METER3,Above-ground biomass in forest (tonnes),Batys Kazakhstan,8.3
2012,M_METER3,Above-ground biomass in forest (tonnes),Zhambyl,3.4
2012,M_METER3,Above-ground biomass in forest (tonnes),Karagandy,4.6
2012,M_METER3,Above-ground biomass in forest (tonnes),Kostanay,15.5
2012,M_METER3,Above-ground biomass in forest (tonnes),Kyzylorda,5.9
2012,M_METER3,Above-ground biomass in forest (tonnes),Mangistau,0.1
2012,M_METER3,Above-ground biomass in forest (tonnes),Pavlodar,27.0
2012,M_METER3,Above-ground biomass in forest (tonnes),Soltustik Kazakhstan,52.0
2012,M_METER3,Above-ground biomass in forest (tonnes),Turkistan,3.1
2012,M_METER3,Above-ground biomass in forest (tonnes),Shygys Kazakhstan,204.6
2012,Percent,Изменение чистой площади лесов,,96.60000000000036
2012,Percent,Изменение чистой площади лесов,Akmola,-0.6000000000000227
2012,Percent,Изменение чистой площади лесов,Aktobe,0.6999999999999957
2012,Percent,Изменение чистой площади лесов,Almaty,0.7999999999999545
2012,Percent,Изменение чистой площади лесов,Atyrau,0.0
2012,Percent,Изменение чистой площади лесов,Batys Kazakhstan,1.5
2012,Percent,Изменение чистой площади лесов,Zhambyl,2.700000000000273
2012,Percent,Изменение чистой площади лесов,Karagandy,0.5999999999999943
2012,Percent,Изменение чистой площади лесов,Kostanay,0.4000000000000057
2012,Percent,Изменение чистой площади лесов,Kyzylorda,-31.39999999999964
2012,Percent,Изменение чистой площади лесов,Mangistau,0.0
2012,Percent,Изменение чистой площади лесов,Pavlodar,-0.5999999999999943
2012,Percent,Изменение чистой площади лесов,Soltustik Kazakhstan,0.3
2012,Percent,Изменение чистой площади лесов,Turkistan,10.699999999999818
2012,Percent,Изменение чистой площади лесов,Shygys Kazakhstan,111.59999999999992
2012,thousands hectares,Proportion of forest area within legally established protected areas,,12548.6
2012,thousands hectares,Proportion of forest area within legally established protected areas,Akmola,378.0
2012,thousands hectares,Proportion of forest area within legally established protected areas,Aktobe,47.9
2012,thousands hectares,Proportion of forest area within legally established protected areas,Almaty,1851.7
2012,thousands hectares,Proportion of forest area within legally established protected areas,Atyrau,15.8
2012,thousands hectares,Proportion of forest area within legally established protected areas,Batys Kazakhstan,106.1
2012,thousands hectares,Proportion of forest area within legally established protected areas,Zhambyl,2222.3
2012,thousands hectares,Proportion of forest area within legally established protected areas,Karagandy,156.0
2012,thousands hectares,Proportion of forest area within legally established protected areas,Kostanay,224.1
2012,thousands hectares,Proportion of forest area within legally established protected areas,Kyzylorda,3056.8
2012,thousands hectares,Proportion of forest area within legally established protected areas,Mangistau,122.8
2012,thousands hectares,Proportion of forest area within legally established protected areas,Pavlodar,249.3
2012,thousands hectares,Proportion of forest area within legally established protected areas,Soltustik Kazakhstan,529.7
2012,thousands hectares,Proportion of forest area within legally established protected areas,Turkistan,1614.1
2012,thousands hectares,Proportion of forest area within legally established protected areas,Shygys Kazakhstan,1974.1
2012,thousands hectares,Proportion of forest area with a long-term management plan,,12548.6
2012,thousands hectares,Proportion of forest area with a long-term management plan,Akmola,378.0
2012,thousands hectares,Proportion of forest area with a long-term management plan,Aktobe,47.9
2012,thousands hectares,Proportion of forest area with a long-term management plan,Almaty,1851.7
2012,thousands hectares,Proportion of forest area with a long-term management plan,Atyrau,15.8
2012,thousands hectares,Proportion of forest area with a long-term management plan,Batys Kazakhstan,106.1
2012,thousands hectares,Proportion of forest area with a long-term management plan,Zhambyl,2222.3
2012,thousands hectares,Proportion of forest area with a long-term management plan,Karagandy,156.0
2012,thousands hectares,Proportion of forest area with a long-term management plan,Kostanay,224.1
2012,thousands hectares,Proportion of forest area with a long-term management plan,Kyzylorda,3056.8
2012,thousands hectares,Proportion of forest area with a long-term management plan,Mangistau,122.8
2012,thousands hectares,Proportion of forest area with a long-term management plan,Pavlodar,249.3
2012,thousands hectares,Proportion of forest area with a long-term management plan,Soltustik Kazakhstan,529.7
2012,thousands hectares,Proportion of forest area with a long-term management plan,Turkistan,1614.1
2012,thousands hectares,Proportion of forest area with a long-term management plan,Shygys Kazakhstan,1974.1
2013,thousands hectares,"Площадь территории, покрытой лесом",,12593.9
2013,thousands hectares,"Площадь территории, покрытой лесом",Akmola,379.3
2013,thousands hectares,"Площадь территории, покрытой лесом",Aktobe,49.8
2013,thousands hectares,"Площадь территории, покрытой лесом",Almaty,1854.4
2013,thousands hectares,"Площадь территории, покрытой лесом",Atyrau,16.4
2013,thousands hectares,"Площадь территории, покрытой лесом",Batys Kazakhstan,106.1
2013,thousands hectares,"Площадь территории, покрытой лесом",Zhambyl,2231.0
2013,thousands hectares,"Площадь территории, покрытой лесом",Karagandy,155.6
2013,thousands hectares,"Площадь территории, покрытой лесом",Kostanay,229.0
2013,thousands hectares,"Площадь территории, покрытой лесом",Kyzylorda,3055.0
2013,thousands hectares,"Площадь территории, покрытой лесом",Mangistau,122.4
2013,thousands hectares,"Площадь территории, покрытой лесом",Pavlodar,250.5
2013,thousands hectares,"Площадь территории, покрытой лесом",Soltustik Kazakhstan,529.3
2013,thousands hectares,"Площадь территории, покрытой лесом",Turkistan,1614.2
2013,thousands hectares,"Площадь территории, покрытой лесом",Shygys Kazakhstan,2000.8
2013,M_METER3,Above-ground biomass in forest (tonnes),,412.2
2013,M_METER3,Above-ground biomass in forest (tonnes),Akmola,45.4
2013,M_METER3,Above-ground biomass in forest (tonnes),Aktobe,1.1
2013,M_METER3,Above-ground biomass in forest (tonnes),Almaty,40.7
2013,M_METER3,Above-ground biomass in forest (tonnes),Atyrau,0.5
2013,M_METER3,Above-ground biomass in forest (tonnes),Batys Kazakhstan,8.3
2013,M_METER3,Above-ground biomass in forest (tonnes),Zhambyl,3.4
2013,M_METER3,Above-ground biomass in forest (tonnes),Karagandy,4.6
2013,M_METER3,Above-ground biomass in forest (tonnes),Kostanay,15.5
2013,M_METER3,Above-ground biomass in forest (tonnes),Kyzylorda,5.9
2013,M_METER3,Above-ground biomass in forest (tonnes),Mangistau,0.1
2013,M_METER3,Above-ground biomass in forest (tonnes),Pavlodar,27.0
2013,M_METER3,Above-ground biomass in forest (tonnes),Soltustik Kazakhstan,52.0
2013,M_METER3,Above-ground biomass in forest (tonnes),Turkistan,3.1
2013,M_METER3,Above-ground biomass in forest (tonnes),Shygys Kazakhstan,204.6
2013,Percent,Изменение чистой площади лесов,,45.29999999999927
2013,Percent,Изменение чистой площади лесов,Akmola,1.3000000000000114
2013,Percent,Изменение чистой площади лесов,Aktobe,1.8999999999999984
2013,Percent,Изменение чистой площади лесов,Almaty,2.700000000000045
2013,Percent,Изменение чистой площади лесов,Atyrau,0.5999999999999979
2013,Percent,Изменение чистой площади лесов,Batys Kazakhstan,0.0
2013,Percent,Изменение чистой площади лесов,Zhambyl,8.699999999999818
2013,Percent,Изменение чистой площади лесов,Karagandy,-0.4000000000000057
2013,Percent,Изменение чистой площади лесов,Kostanay,4.900000000000006
2013,Percent,Изменение чистой площади лесов,Kyzylorda,-1.800000000000182
2013,Percent,Изменение чистой площади лесов,Mangistau,-0.3999999999999915
2013,Percent,Изменение чистой площади лесов,Pavlodar,1.2
2013,Percent,Изменение чистой площади лесов,Soltustik Kazakhstan,-0.4000000000000909
2013,Percent,Изменение чистой площади лесов,Turkistan,0.1000000000001364
2013,Percent,Изменение чистой площади лесов,Shygys Kazakhstan,26.700000000000045
2013,thousands hectares,Proportion of forest area within legally established protected areas,,12593.9
2013,thousands hectares,Proportion of forest area within legally established protected areas,Akmola,379.3
2013,thousands hectares,Proportion of forest area within legally established protected areas,Aktobe,49.8
2013,thousands hectares,Proportion of forest area within legally established protected areas,Almaty,1854.4
2013,thousands hectares,Proportion of forest area within legally established protected areas,Atyrau,16.4
2013,thousands hectares,Proportion of forest area within legally established protected areas,Batys Kazakhstan,106.1
2013,thousands hectares,Proportion of forest area within legally established protected areas,Zhambyl,2231.0
2013,thousands hectares,Proportion of forest area within legally established protected areas,Karagandy,155.6
2013,thousands hectares,Proportion of forest area within legally established protected areas,Kostanay,229.0
2013,thousands hectares,Proportion of forest area within legally established protected areas,Kyzylorda,3055.0
2013,thousands hectares,Proportion of forest area within legally established protected areas,Mangistau,122.4
2013,thousands hectares,Proportion of forest area within legally established protected areas,Pavlodar,250.5
2013,thousands hectares,Proportion of forest area within legally established protected areas,Soltustik Kazakhstan,529.3
2013,thousands hectares,Proportion of forest area within legally established protected areas,Turkistan,1614.2
2013,thousands hectares,Proportion of forest area within legally established protected areas,Shygys Kazakhstan,2000.8
2013,thousands hectares,Proportion of forest area with a long-term management plan,,12593.9
2013,thousands hectares,Proportion of forest area with a long-term management plan,Akmola,379.3
2013,thousands hectares,Proportion of forest area with a long-term management plan,Aktobe,49.8
2013,thousands hectares,Proportion of forest area with a long-term management plan,Almaty,1854.4
2013,thousands hectares,Proportion of forest area with a long-term management plan,Atyrau,16.4
2013,thousands hectares,Proportion of forest area with a long-term management plan,Batys Kazakhstan,106.1
2013,thousands hectares,Proportion of forest area with a long-term management plan,Zhambyl,2231.0
2013,thousands hectares,Proportion of forest area with a long-term management plan,Karagandy,155.6
2013,thousands hectares,Proportion of forest area with a long-term management plan,Kostanay,229.0
2013,thousands hectares,Proportion of forest area with a long-term management plan,Kyzylorda,3055.0
2013,thousands hectares,Proportion of forest area with a long-term management plan,Mangistau,122.4
2013,thousands hectares,Proportion of forest area with a long-term management plan,Pavlodar,250.5
2013,thousands hectares,Proportion of forest area with a long-term management plan,Soltustik Kazakhstan,529.3
2013,thousands hectares,Proportion of forest area with a long-term management plan,Turkistan,1614.2
2013,thousands hectares,Proportion of forest area with a long-term management plan,Shygys Kazakhstan,2000.8
2014,thousands hectares,"Площадь территории, покрытой лесом",,12627.0
2014,thousands hectares,"Площадь территории, покрытой лесом",Akmola,379.4
2014,thousands hectares,"Площадь территории, покрытой лесом",Aktobe,50.3
2014,thousands hectares,"Площадь территории, покрытой лесом",Almaty,1856.2
2014,thousands hectares,"Площадь территории, покрытой лесом",Atyrau,16.4
2014,thousands hectares,"Площадь территории, покрытой лесом",Batys Kazakhstan,106.0
2014,thousands hectares,"Площадь территории, покрытой лесом",Zhambyl,2236.1
2014,thousands hectares,"Площадь территории, покрытой лесом",Karagandy,155.8
2014,thousands hectares,"Площадь территории, покрытой лесом",Kostanay,234.9
2014,thousands hectares,"Площадь территории, покрытой лесом",Kyzylorda,3063.0
2014,thousands hectares,"Площадь территории, покрытой лесом",Mangistau,122.4
2014,thousands hectares,"Площадь территории, покрытой лесом",Pavlodar,253.1
2014,thousands hectares,"Площадь территории, покрытой лесом",Soltustik Kazakhstan,531.9
2014,thousands hectares,"Площадь территории, покрытой лесом",Turkistan,1616.8
2014,thousands hectares,"Площадь территории, покрытой лесом",Shygys Kazakhstan,2004.7
2014,M_METER3,Above-ground biomass in forest (tonnes),,412.2
2014,M_METER3,Above-ground biomass in forest (tonnes),Akmola,45.4
2014,M_METER3,Above-ground biomass in forest (tonnes),Aktobe,1.1
2014,M_METER3,Above-ground biomass in forest (tonnes),Almaty,40.7
2014,M_METER3,Above-ground biomass in forest (tonnes),Atyrau,0.5
2014,M_METER3,Above-ground biomass in forest (tonnes),Batys Kazakhstan,8.3
2014,M_METER3,Above-ground biomass in forest (tonnes),Zhambyl,3.4
2014,M_METER3,Above-ground biomass in forest (tonnes),Karagandy,4.6
2014,M_METER3,Above-ground biomass in forest (tonnes),Kostanay,15.5
2014,M_METER3,Above-ground biomass in forest (tonnes),Kyzylorda,5.9
2014,M_METER3,Above-ground biomass in forest (tonnes),Mangistau,0.1
2014,M_METER3,Above-ground biomass in forest (tonnes),Pavlodar,27.0
2014,M_METER3,Above-ground biomass in forest (tonnes),Soltustik Kazakhstan,52.0
2014,M_METER3,Above-ground biomass in forest (tonnes),Turkistan,3.1
2014,M_METER3,Above-ground biomass in forest (tonnes),Shygys Kazakhstan,204.6
2014,Percent,Изменение чистой площади лесов,,33.100000000000364
2014,Percent,Изменение чистой площади лесов,Akmola,0.0999999999999659
2014,Percent,Изменение чистой площади лесов,Aktobe,0.5
2014,Percent,Изменение чистой площади лесов,Almaty,1.7999999999999543
2014,Percent,Изменение чистой площади лесов,Atyrau,0.0
2014,Percent,Изменение чистой площади лесов,Batys Kazakhstan,-0.0999999999999943
2014,Percent,Изменение чистой площади лесов,Zhambyl,5.099999999999909
2014,Percent,Изменение чистой площади лесов,Karagandy,0.200000000000017
2014,Percent,Изменение чистой площади лесов,Kostanay,5.900000000000006
2014,Percent,Изменение чистой площади лесов,Kyzylorda,8.0
2014,Percent,Изменение чистой площади лесов,Mangistau,0.0
2014,Percent,Изменение чистой площади лесов,Pavlodar,2.6
2014,Percent,Изменение чистой площади лесов,Soltustik Kazakhstan,2.6000000000000227
2014,Percent,Изменение чистой площади лесов,Turkistan,2.599999999999909
2014,Percent,Изменение чистой площади лесов,Shygys Kazakhstan,3.900000000000091
2014,thousands hectares,Proportion of forest area within legally established protected areas,,12627.0
2014,thousands hectares,Proportion of forest area within legally established protected areas,Akmola,379.4
2014,thousands hectares,Proportion of forest area within legally established protected areas,Aktobe,50.3
2014,thousands hectares,Proportion of forest area within legally established protected areas,Almaty,1856.2
2014,thousands hectares,Proportion of forest area within legally established protected areas,Atyrau,16.4
2014,thousands hectares,Proportion of forest area within legally established protected areas,Batys Kazakhstan,106.0
2014,thousands hectares,Proportion of forest area within legally established protected areas,Zhambyl,2236.1
2014,thousands hectares,Proportion of forest area within legally established protected areas,Karagandy,155.8
2014,thousands hectares,Proportion of forest area within legally established protected areas,Kostanay,234.9
2014,thousands hectares,Proportion of forest area within legally established protected areas,Kyzylorda,3063.0
2014,thousands hectares,Proportion of forest area within legally established protected areas,Mangistau,122.4
2014,thousands hectares,Proportion of forest area within legally established protected areas,Pavlodar,253.1
2014,thousands hectares,Proportion of forest area within legally established protected areas,Soltustik Kazakhstan,531.9
2014,thousands hectares,Proportion of forest area within legally established protected areas,Turkistan,1616.8
2014,thousands hectares,Proportion of forest area within legally established protected areas,Shygys Kazakhstan,2004.7
2014,thousands hectares,Proportion of forest area with a long-term management plan,,12627.0
2014,thousands hectares,Proportion of forest area with a long-term management plan,Akmola,379.4
2014,thousands hectares,Proportion of forest area with a long-term management plan,Aktobe,50.3
2014,thousands hectares,Proportion of forest area with a long-term management plan,Almaty,1856.2
2014,thousands hectares,Proportion of forest area with a long-term management plan,Atyrau,16.4
2014,thousands hectares,Proportion of forest area with a long-term management plan,Batys Kazakhstan,106.0
2014,thousands hectares,Proportion of forest area with a long-term management plan,Zhambyl,2236.1
2014,thousands hectares,Proportion of forest area with a long-term management plan,Karagandy,155.8
2014,thousands hectares,Proportion of forest area with a long-term management plan,Kostanay,234.9
2014,thousands hectares,Proportion of forest area with a long-term management plan,Kyzylorda,3063.0
2014,thousands hectares,Proportion of forest area with a long-term management plan,Mangistau,122.4
2014,thousands hectares,Proportion of forest area with a long-term management plan,Pavlodar,253.1
2014,thousands hectares,Proportion of forest area with a long-term management plan,Soltustik Kazakhstan,531.9
2014,thousands hectares,Proportion of forest area with a long-term management plan,Turkistan,1616.8
2014,thousands hectares,Proportion of forest area with a long-term management plan,Shygys Kazakhstan,2004.7
2015,thousands hectares,"Площадь территории, покрытой лесом",,12652.4
2015,thousands hectares,"Площадь территории, покрытой лесом",Akmola,380.3
