Year,UNIT_MEASURE,Regions,Area,Sex,Value
2010,Percent,,rural,,3.0
2010,Percent,Akmola,rural,,3.7
2010,Percent,Aktobe,rural,,0.3
2010,Percent,Almaty,rural,,3.2
2010,Percent,Atyrau,rural,,1.9
2010,Percent,Batys Kazakhstan,rural,,3.7
2010,Percent,Zhambyl,rural,,4.8
2010,Percent,Karagandy,rural,,2.8
2010,Percent,Kostanay,rural,,2.6
2010,Percent,Kyzylorda,rural,,3.2
2010,Percent,Mangistau,rural,,3.9
2010,Percent,Ontustik Kazakhstan,rural,,1.9
2010,Percent,Pavlodar,rural,,1.1
2010,Percent,Soltustik Kazakhstan,rural,,2.7
2010,Percent,Turkistan,rural,,6.8
2011,Percent,,,,5.1
2011,Percent,Akmola,,,5.2
2011,Percent,Aktobe,,,1.2
2011,Percent,Almaty,,,6.0
2011,Percent,Atyrau,,,2.3
2011,Percent,Batys Kazakhstan,,,5.6
2011,Percent,Zhambyl,,,7.3
2011,Percent,Karagandy,,,6.2
2011,Percent,Kostanay,,,4.3
2011,Percent,Kyzylorda,,,6.6
2011,Percent,Mangistau,,,7.7
2011,Percent,Ontustik Kazakhstan,,,3.8
2011,Percent,Pavlodar,,,3.6
2011,Percent,Soltustik Kazakhstan,,,5.4
2011,Percent,Shygys Kazakhstan,,,8.5
2011,Percent,Nur-Sultan city,,,6.6
2011,Percent,Almaty city,,,2.8
2011,Percent,,,Male,5.4
2011,Percent,Akmola,,Male,4.3
2011,Percent,Aktobe,,Male,3.5
2011,Percent,Almaty,,Male,6.5
2011,Percent,Atyrau,,Male,1.9
2011,Percent,Batys Kazakhstan,,Male,3.4
2011,Percent,Zhambyl,,Male,6.5
2011,Percent,Karagandy,,Male,5.6
2011,Percent,Kostanay,,Male,4.5
2011,Percent,Kyzylorda,,Male,9.8
2011,Percent,Mangistau,,Male,14.1
2011,Percent,Ontustik Kazakhstan,,Male,5.5
2011,Percent,Pavlodar,,Male,3.1
2011,Percent,Soltustik Kazakhstan,,Male,4.7
2011,Percent,Shygys Kazakhstan,,Male,5.6
2011,Percent,Nur-Sultan city,,Male,5.2
2011,Percent,Almaty city,,Male,2.9
2011,Percent,,,Female,9.4
2011,Percent,Akmola,,Female,6.1
2011,Percent,Aktobe,,Female,9.0
2011,Percent,Almaty,,Female,11.7
2011,Percent,Atyrau,,Female,6.3
2011,Percent,Batys Kazakhstan,,Female,4.3
2011,Percent,Zhambyl,,Female,12.7
2011,Percent,Karagandy,,Female,14.7
2011,Percent,Kostanay,,Female,5.3
2011,Percent,Kyzylorda,,Female,15.6
2011,Percent,Mangistau,,Female,13.4
2011,Percent,Ontustik Kazakhstan,,Female,8.3
2011,Percent,Pavlodar,,Female,5.8
2011,Percent,Soltustik Kazakhstan,,Female,8.8
2011,Percent,Shygys Kazakhstan,,Female,10.4
2011,Percent,Nur-Sultan city,,Female,7.8
2011,Percent,Almaty city,,Female,6.7
2011,Percent,,urban,,6.8
2011,Percent,Akmola,urban,,5.0
2011,Percent,Aktobe,urban,,7.4
2011,Percent,Almaty,urban,,10.7
2011,Percent,Atyrau,urban,,3.8
2011,Percent,Batys Kazakhstan,urban,,2.2
2011,Percent,Zhambyl,urban,,7.1
2011,Percent,Karagandy,urban,,10.2
2011,Percent,Kostanay,urban,,5.3
2011,Percent,Kyzylorda,urban,,13.6
2011,Percent,Mangistau,urban,,10.0
2011,Percent,Ontustik Kazakhstan,urban,,5.6
2011,Percent,Pavlodar,urban,,5.2
2011,Percent,Soltustik Kazakhstan,urban,,7.8
2011,Percent,Shygys Kazakhstan,urban,,7.4
2011,Percent,Nur-Sultan city,urban,,6.6
2011,Percent,Almaty city,urban,,4.9
2011,Percent,,rural,,8.1
2011,Percent,Akmola,rural,,5.1
2011,Percent,Aktobe,rural,,4.9
2011,Percent,Almaty,rural,,8.6
2011,Percent,Atyrau,rural,,4.3
2011,Percent,Batys Kazakhstan,rural,,5.3
2011,Percent,Zhambyl,rural,,10.6
2011,Percent,Karagandy,rural,,10.3
2011,Percent,Kostanay,rural,,4.7
2011,Percent,Kyzylorda,rural,,12.0
2011,Percent,Mangistau,rural,,16.9
2011,Percent,Ontustik Kazakhstan,rural,,8.0
2011,Percent,Pavlodar,rural,,2.6
2011,Percent,Soltustik Kazakhstan,rural,,6.1
2011,Percent,Turkistan,rural,,8.6
2012,Percent,,,,5.9
2012,Percent,Akmola,,,5.4
2012,Percent,Aktobe,,,1.2
2012,Percent,Almaty,,,9.0
2012,Percent,Atyrau,,,4.0
2012,Percent,Batys Kazakhstan,,,3.9
2012,Percent,Zhambyl,,,7.4
2012,Percent,Karagandy,,,8.0
2012,Percent,Kostanay,,,4.5
2012,Percent,Kyzylorda,,,10.1
2012,Percent,Mangistau,,,9.8
2012,Percent,Ontustik Kazakhstan,,,3.8
2012,Percent,Pavlodar,,,2.8
2012,Percent,Soltustik Kazakhstan,,,6.4
2012,Percent,Shygys Kazakhstan,,,5.1
2012,Percent,Nur-Sultan city,,,13.5
2012,Percent,Almaty city,,,3.3
2012,Percent,,,Male,4.9
2012,Percent,Akmola,,Male,5.4
2012,Percent,Aktobe,,Male,0.4
2012,Percent,Almaty,,Male,6.8
2012,Percent,Atyrau,,Male,2.0
2012,Percent,Batys Kazakhstan,,Male,3.5
2012,Percent,Zhambyl,,Male,6.3
2012,Percent,Karagandy,,Male,5.7
2012,Percent,Kostanay,,Male,3.3
2012,Percent,Kyzylorda,,Male,9.9
2012,Percent,Mangistau,,Male,12.3
2012,Percent,Ontustik Kazakhstan,,Male,2.3
2012,Percent,Pavlodar,,Male,2.0
2012,Percent,Soltustik Kazakhstan,,Male,5.0
2012,Percent,Shygys Kazakhstan,,Male,4.3
2012,Percent,Nur-Sultan city,,Male,12.7
2012,Percent,Almaty city,,Male,3.8
2012,Percent,,,Female,6.9
2012,Percent,Akmola,,Female,5.4
2012,Percent,Aktobe,,Female,2.0
2012,Percent,Almaty,,Female,11.1
2012,Percent,Atyrau,,Female,5.9
2012,Percent,Batys Kazakhstan,,Female,4.4
2012,Percent,Zhambyl,,Female,8.5
2012,Percent,Karagandy,,Female,10.4
2012,Percent,Kostanay,,Female,5.8
2012,Percent,Kyzylorda,,Female,10.3
2012,Percent,Mangistau,,Female,6.7
2012,Percent,Ontustik Kazakhstan,,Female,5.3
2012,Percent,Pavlodar,,Female,3.6
2012,Percent,Soltustik Kazakhstan,,Female,8.0
2012,Percent,Shygys Kazakhstan,,Female,6.1
2012,Percent,Nur-Sultan city,,Female,14.3
2012,Percent,Almaty city,,Female,3.0
2012,Percent,,urban,,5.9
2012,Percent,Akmola,urban,,6.7
2012,Percent,Aktobe,urban,,2.0
2012,Percent,Almaty,urban,,10.0
2012,Percent,Atyrau,urban,,3.8
2012,Percent,Batys Kazakhstan,urban,,3.0
2012,Percent,Zhambyl,urban,,9.4
2012,Percent,Karagandy,urban,,7.6
2012,Percent,Kostanay,urban,,4.9
2012,Percent,Kyzylorda,urban,,10.9
2012,Percent,Mangistau,urban,,3.6
2012,Percent,Ontustik Kazakhstan,urban,,5.1
2012,Percent,Pavlodar,urban,,3.1
2012,Percent,Soltustik Kazakhstan,urban,,7.6
2012,Percent,Shygys Kazakhstan,urban,,3.2
2012,Percent,Nur-Sultan city,urban,,13.5
2012,Percent,Almaty city,urban,,3.3
2012,Percent,,rural,,5.9
2012,Percent,Akmola,rural,,4.2
2012,Percent,Aktobe,rural,,0.2
2012,Percent,Almaty,rural,,8.7
2012,Percent,Atyrau,rural,,4.1
2012,Percent,Batys Kazakhstan,rural,,4.7
2012,Percent,Zhambyl,rural,,6.1
2012,Percent,Karagandy,rural,,9.3
2012,Percent,Kostanay,rural,,4.2
2012,Percent,Kyzylorda,rural,,9.6
2012,Percent,Mangistau,rural,,18.5
2012,Percent,Ontustik Kazakhstan,rural,,3.0
2012,Percent,Pavlodar,rural,,2.2
2012,Percent,Soltustik Kazakhstan,rural,,5.6
2012,Percent,Turkistan,rural,,8.2
2013,Percent,,,,5.8
2013,Percent,Akmola,,,5.1
2013,Percent,Aktobe,,,1.9
2013,Percent,Almaty,,,7.9
2013,Percent,Atyrau,,,4.3
2013,Percent,Batys Kazakhstan,,,3.2
2013,Percent,Zhambyl,,,4.8
2013,Percent,Karagandy,,,5.3
2013,Percent,Kostanay,,,5.2
2013,Percent,Kyzylorda,,,9.88
2013,Percent,Mangistau,,,8.4
2013,Percent,Ontustik Kazakhstan,,,3.3
2013,Percent,Pavlodar,,,1.8
2013,Percent,Soltustik Kazakhstan,,,6.3
2013,Percent,Shygys Kazakhstan,,,7.3
2013,Percent,Nur-Sultan city,,,19.3
2013,Percent,Almaty city,,,3.2
2013,Percent,,,Male,5.0
2013,Percent,Akmola,,Male,4.5
2013,Percent,Aktobe,,Male,1.4
2013,Percent,Almaty,,Male,5.7
2013,Percent,Atyrau,,Male,3.8
2013,Percent,Batys Kazakhstan,,Male,3.1
2013,Percent,Zhambyl,,Male,4.3
2013,Percent,Karagandy,,Male,4.8
2013,Percent,Kostanay,,Male,5.2
2013,Percent,Kyzylorda,,Male,9.8
2013,Percent,Mangistau,,Male,7.6
2013,Percent,Ontustik Kazakhstan,,Male,1.6
2013,Percent,Pavlodar,,Male,1.1
2013,Percent,Soltustik Kazakhstan,,Male,6.4
2013,Percent,Shygys Kazakhstan,,Male,6.5
2013,Percent,Nur-Sultan city,,Male,17.8
2013,Percent,Almaty city,,Male,3.4
2013,Percent,,,Female,6.5
2013,Percent,Akmola,,Female,5.7
2013,Percent,Aktobe,,Female,2.4
2013,Percent,Almaty,,Female,10.0
2013,Percent,Atyrau,,Female,4.8
2013,Percent,Batys Kazakhstan,,Female,3.2
2013,Percent,Zhambyl,,Female,5.4
2013,Percent,Karagandy,,Female,5.9
2013,Percent,Kostanay,,Female,5.1
2013,Percent,Kyzylorda,,Female,9.8
2013,Percent,Mangistau,,Female,9.3
2013,Percent,Ontustik Kazakhstan,,Female,5.1
2013,Percent,Pavlodar,,Female,2.5
2013,Percent,Soltustik Kazakhstan,,Female,6.3
2013,Percent,Shygys Kazakhstan,,Female,8.1
2013,Percent,Nur-Sultan city,,Female,21.1
2013,Percent,Almaty city,,Female,3.0
2013,Percent,,urban,,5.8
2013,Percent,Akmola,urban,,5.0
2013,Percent,Aktobe,urban,,1.7
2013,Percent,Almaty,urban,,5.8
2013,Percent,Atyrau,urban,,5.6
2013,Percent,Batys Kazakhstan,urban,,2.6
2013,Percent,Zhambyl,urban,,4.3
2013,Percent,Karagandy,urban,,5.5
2013,Percent,Kostanay,urban,,6.6
2013,Percent,Kyzylorda,urban,,9.5
2013,Percent,Mangistau,urban,,7.2
2013,Percent,Ontustik Kazakhstan,urban,,5.6
2013,Percent,Pavlodar,urban,,1.6
2013,Percent,Soltustik Kazakhstan,urban,,4.5
2013,Percent,Shygys Kazakhstan,urban,,4.3
2013,Percent,Nur-Sultan city,urban,,19.3
2013,Percent,Almaty city,urban,,3.2
2013,Percent,,rural,,5.7
2013,Percent,Akmola,rural,,5.1
2013,Percent,Aktobe,rural,,2.3
2013,Percent,Almaty,rural,,8.5
2013,Percent,Atyrau,rural,,3.2
2013,Percent,Batys Kazakhstan,rural,,3.7
2013,Percent,Zhambyl,rural,,5.2
2013,Percent,Karagandy,rural,,4.8
2013,Percent,Kostanay,rural,,3.8
2013,Percent,Kyzylorda,rural,,10.1
2013,Percent,Mangistau,rural,,9.5
2013,Percent,Ontustik Kazakhstan,rural,,1.9
2013,Percent,Pavlodar,rural,,2.1
2013,Percent,Soltustik Kazakhstan,rural,,7.6
2013,Percent,Turkistan,rural,,11.5
2014,Percent,,,,7.0
2014,Percent,Akmola,,,4.5
2014,Percent,Aktobe,,,6.8
2014,Percent,Almaty,,,7.6
2014,Percent,Atyrau,,,4.7
2014,Percent,Batys Kazakhstan,,,3.1
2014,Percent,Zhambyl,,,9.6
2014,Percent,Karagandy,,,10.5
2014,Percent,Kostanay,,,4.5
2014,Percent,Kyzylorda,,,12.4
2014,Percent,Mangistau,,,14.5
2014,Percent,Ontustik Kazakhstan,,,6.8
2014,Percent,Pavlodar,,,3.4
2014,Percent,Soltustik Kazakhstan,,,6.6
2014,Percent,Shygys Kazakhstan,,,5.7
2014,Percent,Nur-Sultan city,,,6.5
2014,Percent,Almaty city,,,4.8
2014,Percent,,,Male,5.0
2014,Percent,Akmola,,Male,3.3
2014,Percent,Aktobe,,Male,3.7
2014,Percent,Almaty,,Male,5.4
2014,Percent,Atyrau,,Male,2.2
2014,Percent,Batys Kazakhstan,,Male,2.8
2014,Percent,Zhambyl,,Male,5.4
2014,Percent,Karagandy,,Male,5.3
2014,Percent,Kostanay,,Male,4.6
2014,Percent,Kyzylorda,,Male,9.1
2014,Percent,Mangistau,,Male,13.8
2014,Percent,Ontustik Kazakhstan,,Male,5.3
2014,Percent,Pavlodar,,Male,2.2
2014,Percent,Soltustik Kazakhstan,,Male,4.6
2014,Percent,Shygys Kazakhstan,,Male,3.4
2014,Percent,Nur-Sultan city,,Male,4.7
2014,Percent,Almaty city,,Male,3.9
2014,Percent,,,Female,9.0
2014,Percent,Akmola,,Female,5.8
2014,Percent,Aktobe,,Female,9.8
2014,Percent,Almaty,,Female,9.9
2014,Percent,Atyrau,,Female,7.3
2014,Percent,Batys Kazakhstan,,Female,3.4
2014,Percent,Zhambyl,,Female,14.0
2014,Percent,Karagandy,,Female,15.9
2014,Percent,Kostanay,,Female,4.4
2014,Percent,Kyzylorda,,Female,16.0
2014,Percent,Mangistau,,Female,15.1
2014,Percent,Ontustik Kazakhstan,,Female,8.4
2014,Percent,Pavlodar,,Female,4.6
2014,Percent,Soltustik Kazakhstan,,Female,8.8
2014,Percent,Shygys Kazakhstan,,Female,8.1
2014,Percent,Nur-Sultan city,,Female,8.1
2014,Percent,Almaty city,,Female,5.6
2014,Percent,,urban,,6.3
2014,Percent,Akmola,urban,,4.0
2014,Percent,Aktobe,urban,,8.0
2014,Percent,Almaty,urban,,7.6
2014,Percent,Atyrau,urban,,4.3
2014,Percent,Batys Kazakhstan,urban,,2.2
2014,Percent,Zhambyl,urban,,6.9
2014,Percent,Karagandy,urban,,10.5
2014,Percent,Kostanay,urban,,4.6
2014,Percent,Kyzylorda,urban,,14.4
2014,Percent,Mangistau,urban,,9.9
2014,Percent,Ontustik Kazakhstan,urban,,5.3
2014,Percent,Pavlodar,urban,,4.1
2014,Percent,Soltustik Kazakhstan,urban,,7.3
2014,Percent,Shygys Kazakhstan,urban,,4.8
2014,Percent,Nur-Sultan city,urban,,6.5
2014,Percent,Almaty city,urban,,4.8
2014,Percent,,rural,,7.8
2014,Percent,Akmola,rural,,4.9
2014,Percent,Aktobe,rural,,4.7
2014,Percent,Almaty,rural,,7.6
2014,Percent,Atyrau,rural,,4.9
2014,Percent,Batys Kazakhstan,rural,,4.2
2014,Percent,Zhambyl,rural,,11.2
2014,Percent,Karagandy,rural,,10.7
2014,Percent,Kostanay,rural,,4.4
2014,Percent,Kyzylorda,rural,,11.4
2014,Percent,Mangistau,rural,,18.6
2014,Percent,Ontustik Kazakhstan,rural,,7.8
2014,Percent,Pavlodar,rural,,2.0
2014,Percent,Soltustik Kazakhstan,rural,,6.1
2014,Percent,Turkistan,rural,,7.0
2015,Percent,,,,7.9
2015,Percent,Akmola,,,7.7
2015,Percent,Aktobe,,,8.0
2015,Percent,Almaty,,,8.2
2015,Percent,Atyrau,,,7.0
2015,Percent,Batys Kazakhstan,,,3.9
2015,Percent,Zhambyl,,,12.9
2015,Percent,Karagandy,,,12.5
2015,Percent,Kostanay,,,6.5
2015,Percent,Kyzylorda,,,7.6
2015,Percent,Mangistau,,,9.9
2015,Percent,Ontustik Kazakhstan,,,8.3
2015,Percent,Pavlodar,,,5.6
2015,Percent,Soltustik Kazakhstan,,,7.2
2015,Percent,Shygys Kazakhstan,,,7.6
2015,Percent,Nur-Sultan city,,,5.2
2015,Percent,Almaty city,,,5.9
2015,Percent,,,Male,6.0
2015,Percent,Akmola,,Male,5.8
2015,Percent,Aktobe,,Male,5.4
2015,Percent,Almaty,,Male,6.1
2015,Percent,Atyrau,,Male,4.3
2015,Percent,Batys Kazakhstan,,Male,3.5
2015,Percent,Zhambyl,,Male,8.1
2015,Percent,Karagandy,,Male,7.2
2015,Percent,Kostanay,,Male,6.0
2015,Percent,Kyzylorda,,Male,6.6
2015,Percent,Mangistau,,Male,6.8
2015,Percent,Ontustik Kazakhstan,,Male,7.4
2015,Percent,Pavlodar,,Male,5.0
2015,Percent,Soltustik Kazakhstan,,Male,5.1
2015,Percent,Shygys Kazakhstan,,Male,4.9
2015,Percent,Nur-Sultan city,,Male,4.4
2015,Percent,Almaty city,,Male,5.2
2015,Percent,,,Female,9.7
2015,Percent,Akmola,,Female,9.7
2015,Percent,Aktobe,,Female,10.0
2015,Percent,Almaty,,Female,10.5
2015,Percent,Atyrau,,Female,10.4
2015,Percent,Batys Kazakhstan,,Female,4.4
2015,Percent,Zhambyl,,Female,17.9
2015,Percent,Karagandy,,Female,17.6
2015,Percent,Kostanay,,Female,7.1
2015,Percent,Kyzylorda,,Female,8.8
2015,Percent,Mangistau,,Female,13.5
2015,Percent,Ontustik Kazakhstan,,Female,9.2
2015,Percent,Pavlodar,,Female,6.2
2015,Percent,Soltustik Kazakhstan,,Female,9.7
2015,Percent,Shygys Kazakhstan,,Female,10.5
2015,Percent,Nur-Sultan city,,Female,5.8
2015,Percent,Almaty city,,Female,6.4
2015,Percent,,urban,,6.6
2015,Percent,Akmola,urban,,6.6
2015,Percent,Aktobe,urban,,6.3
2015,Percent,Almaty,urban,,7.7
2015,Percent,Atyrau,urban,,7.4
2015,Percent,Batys Kazakhstan,urban,,1.7
2015,Percent,Zhambyl,urban,,14.9
2015,Percent,Karagandy,urban,,12.0
2015,Percent,Kostanay,urban,,5.5
2015,Percent,Kyzylorda,urban,,7.2
2015,Percent,Mangistau,urban,,6.3
2015,Percent,Ontustik Kazakhstan,urban,,4.6
2015,Percent,Pavlodar,urban,,2.5
2015,Percent,Soltustik Kazakhstan,urban,,9.2
2015,Percent,Shygys Kazakhstan,urban,,6.3
2015,Percent,Nur-Sultan city,urban,,5.2
2015,Percent,Almaty city,urban,,5.9
2015,Percent,,rural,,9.6
2015,Percent,Akmola,rural,,8.6
2015,Percent,Aktobe,rural,,11.0
2015,Percent,Almaty,rural,,8.3
2015,Percent,Atyrau,rural,,6.8
2015,Percent,Batys Kazakhstan,rural,,6.2
2015,Percent,Zhambyl,rural,,11.6
2015,Percent,Karagandy,rural,,14.3
2015,Percent,Kostanay,rural,,7.6
2015,Percent,Kyzylorda,rural,,7.9
2015,Percent,Mangistau,rural,,13.3
2015,Percent,Ontustik Kazakhstan,rural,,11.5
2015,Percent,Pavlodar,rural,,12.7
2015,Percent,Soltustik Kazakhstan,rural,,5.8
2015,Percent,Turkistan,rural,,9.7
2016,Percent,,,,7.2
2016,Percent,Akmola,,,5.8
2016,Percent,Aktobe,,,5.1
2016,Percent,Almaty,,,7.6
2016,Percent,Atyrau,,,7.1
2016,Percent,Batys Kazakhstan,,,2.3
2016,Percent,Zhambyl,,,11.7
2016,Percent,Karagandy,,,9.5
2016,Percent,Kostanay,,,3.3
2016,Percent,Kyzylorda,,,10.1
2016,Percent,Mangistau,,,14.2
2016,Percent,Ontustik Kazakhstan,,,7.9
2016,Percent,Pavlodar,,,7.5
2016,Percent,Soltustik Kazakhstan,,,8.6
2016,Percent,Shygys Kazakhstan,,,4.6
2016,Percent,Nur-Sultan city,,,6.4
2016,Percent,Almaty city,,,5.2
2016,Percent,,,Male,5.3
2016,Percent,Akmola,,Male,4.5
2016,Percent,Aktobe,,Male,2.3
2016,Percent,Almaty,,Male,5.2
2016,Percent,Atyrau,,Male,5.7
2016,Percent,Batys Kazakhstan,,Male,2.2
2016,Percent,Zhambyl,,Male,7.8
2016,Percent,Karagandy,,Male,5.9
2016,Percent,Kostanay,,Male,2.9
2016,Percent,Kyzylorda,,Male,8.4
2016,Percent,Mangistau,,Male,6.2
2016,Percent,Ontustik Kazakhstan,,Male,6.5
2016,Percent,Pavlodar,,Male,7.1
2016,Percent,Soltustik Kazakhstan,,Male,4.6
2016,Percent,Shygys Kazakhstan,,Male,3.4
2016,Percent,Nur-Sultan city,,Male,4.9
2016,Percent,Almaty city,,Male,4.7
2016,Percent,,,Female,9.1
2016,Percent,Akmola,,Female,7.2
2016,Percent,Aktobe,,Female,7.9
2016,Percent,Almaty,,Female,10.3
2016,Percent,Atyrau,,Female,8.5
2016,Percent,Batys Kazakhstan,,Female,2.4
2016,Percent,Zhambyl,,Female,16.0
2016,Percent,Karagandy,,Female,13.2
2016,Percent,Kostanay,,Female,3.7
2016,Percent,Kyzylorda,,Female,12.0
2016,Percent,Mangistau,,Female,22.4
2016,Percent,Ontustik Kazakhstan,,Female,9.2
2016,Percent,Pavlodar,,Female,7.9
2016,Percent,Soltustik Kazakhstan,,Female,12.5
2016,Percent,Shygys Kazakhstan,,Female,6.1
2016,Percent,Nur-Sultan city,,Female,7.6
2016,Percent,Almaty city,,Female,5.6
2016,Percent,,urban,,5.8
2016,Percent,Akmola,urban,,4.0
2016,Percent,Aktobe,urban,,3.8
2016,Percent,Almaty,urban,,8.5
2016,Percent,Atyrau,urban,,8.1
2016,Percent,Batys Kazakhstan,urban,,1.4
2016,Percent,Zhambyl,urban,,12.0
2016,Percent,Karagandy,urban,,8.2
2016,Percent,Kostanay,urban,,3.1
2016,Percent,Kyzylorda,urban,,10.8
2016,Percent,Mangistau,urban,,14.8
2016,Percent,Ontustik Kazakhstan,urban,,3.1
2016,Percent,Pavlodar,urban,,5.1
2016,Percent,Soltustik Kazakhstan,urban,,9.6
2016,Percent,Shygys Kazakhstan,urban,,2.4
2016,Percent,Nur-Sultan city,urban,,6.4
2016,Percent,Almaty city,urban,,5.2
2016,Percent,,rural,,9.2
2016,Percent,Akmola,rural,,7.3
2016,Percent,Aktobe,rural,,7.4
2016,Percent,Almaty,rural,,7.3
2016,Percent,Atyrau,rural,,6.4
2016,Percent,Batys Kazakhstan,rural,,3.4
2016,Percent,Zhambyl,rural,,11.5
2016,Percent,Karagandy,rural,,14.8
2016,Percent,Kostanay,rural,,3.6
2016,Percent,Kyzylorda,rural,,9.7
2016,Percent,Mangistau,rural,,13.8
2016,Percent,Ontustik Kazakhstan,rural,,12.3
2016,Percent,Pavlodar,rural,,13.4
2016,Percent,Soltustik Kazakhstan,rural,,7.8
2016,Percent,Turkistan,rural,,8.3
2017,Percent,,,,6.4
2017,Percent,Akmola,,,6.1
2017,Percent,Aktobe,,,4.8
2017,Percent,Almaty,,,6.7
2017,Percent,Atyrau,,,7.2
2017,Percent,Batys Kazakhstan,,,2.2
2017,Percent,Zhambyl,,,9.3
2017,Percent,Karagandy,,,8.7
2017,Percent,Kostanay,,,4.1
2017,Percent,Kyzylorda,,,6.4
2017,Percent,Mangistau,,,6.6
2017,Percent,Ontustik Kazakhstan,,,9.0
2017,Percent,Pavlodar,,,4.5
2017,Percent,Soltustik Kazakhstan,,,6.6
2017,Percent,Shygys Kazakhstan,,,5.9
2017,Percent,Nur-Sultan city,,,4.1
2017,Percent,Almaty city,,,4.0
2017,Percent,,,Male,5.1
2017,Percent,Akmola,,Male,4.6
2017,Percent,Aktobe,,Male,2.1
2017,Percent,Almaty,,Male,6.5
2017,Percent,Atyrau,,Male,5.0
2017,Percent,Batys Kazakhstan,,Male,1.9
2017,Percent,Zhambyl,,Male,5.9
2017,Percent,Karagandy,,Male,6.4
2017,Percent,Kostanay,,Male,3.5
2017,Percent,Kyzylorda,,Male,5.5
2017,Percent,Mangistau,,Male,3.6
2017,Percent,Ontustik Kazakhstan,,Male,8.2
2017,Percent,Pavlodar,,Male,4.8
2017,Percent,Soltustik Kazakhstan,,Male,3.3
2017,Percent,Shygys Kazakhstan,,Male,3.5
2017,Percent,Nur-Sultan city,,Male,3.8
2017,Percent,Almaty city,,Male,3.3
2017,Percent,,,Female,7.6
2017,Percent,Akmola,,Female,7.8
2017,Percent,Aktobe,,Female,7.6
2017,Percent,Almaty,,Female,6.9
2017,Percent,Atyrau,,Female,10.0
2017,Percent,Batys Kazakhstan,,Female,2.4
2017,Percent,Zhambyl,,Female,13.0
2017,Percent,Karagandy,,Female,11.0
2017,Percent,Kostanay,,Female,4.6
2017,Percent,Kyzylorda,,Female,7.3
2017,Percent,Mangistau,,Female,9.7
2017,Percent,Ontustik Kazakhstan,,Female,9.8
2017,Percent,Pavlodar,,Female,4.2
2017,Percent,Soltustik Kazakhstan,,Female,10.3
2017,Percent,Shygys Kazakhstan,,Female,8.5
2017,Percent,Nur-Sultan city,,Female,4.3
2017,Percent,Almaty city,,Female,4.6
2017,Percent,,urban,,4.9
