Year,UNIT_MEASURE,Местность,Регионы,Value
2012,процент,сельское население,Жымбылская,99.7
2012,процент,сельское население,Карагандинская,99.5
2012,процент,сельское население,Костанайская,99.8
2012,процент,сельское население,Кызылординская,99.7
2012,процент,сельское население,Мангистауская,99.8
2012,процент,сельское население,Южно-Казахстанская,99.1
2012,процент,сельское население,Павлодарская,99.1
2012,процент,сельское население,Северо-Казахстанская,99.9
2012,процент,сельское население,Восточно-Казахстанская,99.4
2013,процент,,,99.8
2013,процент,,Акмолинская,99.9
2013,процент,,Актюбинская,100.0
2013,процент,,Алматинская,100.0
2013,процент,,Атырауская,100.0
2013,процент,,Западно-Казахстанская,99.8
2013,процент,,Жымбылская,99.8
2013,процент,,Карагандинская,99.8
2013,процент,,Костанайская,100.0
2013,процент,,Кызылординская,99.6
2013,процент,,Мангистауская,99.7
2013,процент,,Южно-Казахстанская,99.8
2013,процент,,Павлодарская,99.9
2013,процент,,Северо-Казахстанская,99.9
2013,процент,,Восточно-Казахстанская,99.8
2013,процент,,г.Нур-Султан,99.5
2013,процент,,г.Алматы,100.0
2013,процент,городское население,,99.8
2013,процент,городское население,Акмолинская,100.0
2013,процент,городское население,Актюбинская,100.0
2013,процент,городское население,Алматинская,100.0
2013,процент,городское население,Атырауская,100.0
2013,процент,городское население,Западно-Казахстанская,99.8
2013,процент,городское население,Жымбылская,100.0
2013,процент,городское население,Карагандинская,99.8
2013,процент,городское население,Костанайская,100.0
2013,процент,городское население,Кызылординская,99.4
2013,процент,городское население,Мангистауская,99.7
2013,процент,городское население,Южно-Казахстанская,99.7
2013,процент,городское население,Павлодарская,99.9
2013,процент,городское население,Северо-Казахстанская,100.0
2013,процент,городское население,Восточно-Казахстанская,99.8
2013,процент,городское население,г.Нур-Султан,99.5
2013,процент,городское население,г.Алматы,100.0
2013,процент,сельское население,,99.8
2013,процент,сельское население,Акмолинская,99.9
2013,процент,сельское население,Актюбинская,99.9
2013,процент,сельское население,Алматинская,100.0
2013,процент,сельское население,Атырауская,99.8
2013,процент,сельское население,Западно-Казахстанская,99.7
2013,процент,сельское население,Жымбылская,99.4
2013,процент,сельское население,Карагандинская,99.4
2013,процент,сельское население,Костанайская,100.0
2013,процент,сельское население,Кызылординская,99.8
2013,процент,сельское население,Мангистауская,99.7
2013,процент,сельское население,Южно-Казахстанская,99.9
2013,процент,сельское население,Павлодарская,99.3
2013,процент,сельское население,Северо-Казахстанская,99.8
2013,процент,сельское население,Восточно-Казахстанская,99.8
2014,процент,,,99.7
2014,процент,,Акмолинская,99.9
2014,процент,,Актюбинская,100.0
2014,процент,,Алматинская,100.0
2014,процент,,Атырауская,99.9
2014,процент,,Западно-Казахстанская,99.8
2014,процент,,Жымбылская,99.7
2014,процент,,Карагандинская,99.8
2014,процент,,Костанайская,99.9
2014,процент,,Кызылординская,98.8
2014,процент,,Мангистауская,99.8
2014,процент,,Южно-Казахстанская,99.4
2014,процент,,Павлодарская,99.9
2014,процент,,Северо-Казахстанская,99.7
2014,процент,,Восточно-Казахстанская,99.9
2014,процент,,г.Нур-Султан,99.7
2014,процент,,г.Алматы,99.9
2014,процент,городское население,,99.8
2014,процент,городское население,Акмолинская,99.9
2014,процент,городское население,Актюбинская,100.0
2014,процент,городское население,Алматинская,100.0
2014,процент,городское население,Атырауская,99.9
2014,процент,городское население,Западно-Казахстанская,99.8
2014,процент,городское население,Жымбылская,99.7
2014,процент,городское население,Карагандинская,99.8
2014,процент,городское население,Костанайская,100.0
2014,процент,городское население,Кызылординская,98.6
2014,процент,городское население,Мангистауская,99.8
2014,процент,городское население,Южно-Казахстанская,99.4
2014,процент,городское население,Павлодарская,99.9
2014,процент,городское население,Северо-Казахстанская,99.8
2014,процент,городское население,Восточно-Казахстанская,99.9
2014,процент,городское население,г.Нур-Султан,99.7
2014,процент,городское население,г.Алматы,99.9
2014,процент,сельское население,,99.5
2014,процент,сельское население,Акмолинская,100.0
2014,процент,сельское население,Актюбинская,99.9
2014,процент,сельское население,Алматинская,100.0
2014,процент,сельское население,Атырауская,99.9
2014,процент,сельское население,Западно-Казахстанская,99.6
2014,процент,сельское население,Жымбылская,99.6
2014,процент,сельское население,Карагандинская,99.6
2014,процент,сельское население,Костанайская,99.7
2014,процент,сельское население,Кызылординская,99.0
2014,процент,сельское население,Мангистауская,99.5
2014,процент,сельское население,Южно-Казахстанская,99.3
2014,процент,сельское население,Павлодарская,99.8
2014,процент,сельское население,Северо-Казахстанская,99.4
2014,процент,сельское население,Восточно-Казахстанская,99.4
2015,процент,,,99.5
2015,процент,,Акмолинская,100.0
2015,процент,,Актюбинская,100.0
2015,процент,,Алматинская,100.0
2015,процент,,Атырауская,99.9
2015,процент,,Западно-Казахстанская,99.8
2015,процент,,Жымбылская,99.8
2015,процент,,Карагандинская,99.7
2015,процент,,Костанайская,99.9
2015,процент,,Кызылординская,98.9
2015,процент,,Мангистауская,99.6
2015,процент,,Южно-Казахстанская,98.3
2015,процент,,Павлодарская,99.9
2015,процент,,Северо-Казахстанская,99.9
2015,процент,,Восточно-Казахстанская,99.9
2015,процент,,г.Нур-Султан,99.7
2015,процент,,г.Алматы,100.0
2015,процент,городское население,,99.8
2015,процент,городское население,Акмолинская,99.9
2015,процент,городское население,Актюбинская,100.0
2015,процент,городское население,Алматинская,100.0
2015,процент,городское население,Атырауская,99.9
2015,процент,городское население,Западно-Казахстанская,99.8
2015,процент,городское население,Жымбылская,99.8
2015,процент,городское население,Карагандинская,99.8
2015,процент,городское население,Костанайская,99.9
2015,процент,городское население,Кызылординская,99.1
2015,процент,городское население,Мангистауская,99.7
2015,процент,городское население,Южно-Казахстанская,99.8
2015,процент,городское население,Павлодарская,99.9
2015,процент,городское население,Северо-Казахстанская,99.9
2015,процент,городское население,Восточно-Казахстанская,99.9
2015,процент,городское население,г.Нур-Султан,99.7
2015,процент,городское население,г.Алматы,100.0
2015,процент,сельское население,,98.2
2015,процент,сельское население,Акмолинская,100.0
2015,процент,сельское население,Актюбинская,100.0
2015,процент,сельское население,Алматинская,100.0
2015,процент,сельское население,Атырауская,99.4
2015,процент,сельское население,Западно-Казахстанская,99.8
2015,процент,сельское население,Жымбылская,99.7
2015,процент,сельское население,Карагандинская,99.0
2015,процент,сельское население,Костанайская,99.8
2015,процент,сельское население,Кызылординская,98.7
2015,процент,сельское население,Мангистауская,99.0
2015,процент,сельское население,Южно-Казахстанская,96.2
2015,процент,сельское население,Павлодарская,99.3
2015,процент,сельское население,Северо-Казахстанская,99.9
2015,процент,сельское население,Восточно-Казахстанская,99.4
2016,процент,,,99.9
2016,процент,,Акмолинская,99.9
2016,процент,,Актюбинская,100.0
2016,процент,,Алматинская,100.0
2016,процент,,Атырауская,99.9
2016,процент,,Западно-Казахстанская,99.7
2016,процент,,Жымбылская,99.7
2016,процент,,Карагандинская,99.7
2016,процент,,Костанайская,100.0
2016,процент,,Кызылординская,99.3
2016,процент,,Мангистауская,99.7
2016,процент,,Южно-Казахстанская,100.0
2016,процент,,Павлодарская,99.7
2016,процент,,Северо-Казахстанская,99.8
2016,процент,,Восточно-Казахстанская,99.9
2016,процент,,г.Нур-Султан,99.8
2016,процент,,г.Алматы,100.0
2016,процент,городское население,,99.8
2016,процент,городское население,Акмолинская,99.8
2016,процент,городское население,Актюбинская,100.0
2016,процент,городское население,Алматинская,99.9
2016,процент,городское население,Атырауская,99.9
2016,процент,городское население,Западно-Казахстанская,99.8
2016,процент,городское население,Жымбылская,99.8
2016,процент,городское население,Карагандинская,99.7
2016,процент,городское население,Костанайская,100.0
2016,процент,городское население,Кызылординская,98.7
2016,процент,городское население,Мангистауская,99.8
2016,процент,городское население,Южно-Казахстанская,100.0
2016,процент,городское население,Павлодарская,99.6
2016,процент,городское население,Северо-Казахстанская,99.9
2016,процент,городское население,Восточно-Казахстанская,99.9
2016,процент,городское население,г.Нур-Султан,100.0
2016,процент,городское население,г.Алматы,100.0
2016,процент,сельское население,,99.9
2016,процент,сельское население,Акмолинская,100.0
2016,процент,сельское население,Актюбинская,99.9
2016,процент,сельское население,Алматинская,99.9
2016,процент,сельское население,Атырауская,99.9
2016,процент,сельское население,Западно-Казахстанская,99.9
2016,процент,сельское население,Жымбылская,99.9
2016,процент,сельское население,Карагандинская,99.7
2016,процент,сельское население,Костанайская,99.9
2016,процент,сельское население,Кызылординская,99.8
2016,процент,сельское население,Мангистауская,100.0
2016,процент,сельское население,Южно-Казахстанская,99.1
2016,процент,сельское население,Павлодарская,99.9
2016,процент,сельское население,Северо-Казахстанская,99.7
2016,процент,сельское население,Восточно-Казахстанская,99.9
2017,процент,,,99.9
2017,процент,,Акмолинская,99.8
2017,процент,,Актюбинская,100.0
2017,процент,,Алматинская,99.9
2017,процент,,Атырауская,100.0
2017,процент,,Западно-Казахстанская,99.7
2017,процент,,Жымбылская,99.9
2017,процент,,Карагандинская,99.7
2017,процент,,Костанайская,100.0
2017,процент,,Кызылординская,100.0
2017,процент,,Мангистауская,99.7
2017,процент,,Южно-Казахстанская,99.8
2017,процент,,Павлодарская,99.9
2017,процент,,Северо-Казахстанская,99.8
2017,процент,,Восточно-Казахстанская,99.9
2017,процент,,г.Нур-Султан,99.9
2017,процент,,г.Алматы,100.0
2017,процент,городское население,,99.9
2017,процент,городское население,Акмолинская,99.2
2017,процент,городское население,Актюбинская,99.9
2017,процент,городское население,Алматинская,99.9
2017,процент,городское население,Атырауская,99.9
2017,процент,городское население,Западно-Казахстанская,99.6
2017,процент,городское население,Жымбылская,99.9
2017,процент,городское население,Карагандинская,99.8
2017,процент,городское население,Костанайская,99.9
2017,процент,городское население,Кызылординская,99.9
2017,процент,городское население,Мангистауская,99.7
2017,процент,городское население,Южно-Казахстанская,99.7
2017,процент,городское население,Павлодарская,99.9
2017,процент,городское население,Северо-Казахстанская,99.8
2017,процент,городское население,Восточно-Казахстанская,100.0
2017,процент,городское население,г.Нур-Султан,100.0
2017,процент,городское население,г.Алматы,100.0
2017,процент,сельское население,,99.9
2017,процент,сельское население,Акмолинская,94.0
2017,процент,сельское население,Актюбинская,100.0
2017,процент,сельское население,Алматинская,99.9
2017,процент,сельское население,Атырауская,99.8
2017,процент,сельское население,Западно-Казахстанская,99.9
2017,процент,сельское население,Жымбылская,99.9
2017,процент,сельское население,Карагандинская,98.2
2017,процент,сельское население,Костанайская,99.9
2017,процент,сельское население,Кызылординская,99.9
2017,процент,сельское население,Мангистауская,99.9
2017,процент,сельское население,Южно-Казахстанская,99.9
2017,процент,сельское население,Павлодарская,99.1
2017,процент,сельское население,Северо-Казахстанская,99.3
2017,процент,сельское население,Восточно-Казахстанская,99.4
2018,процент,,,99.9
2018,процент,,Акмолинская,99.9
2018,процент,,Актюбинская,100.0
2018,процент,,Алматинская,100.0
2018,процент,,Атырауская,100.0
2018,процент,,Западно-Казахстанская,99.8
2018,процент,,Жымбылская,99.9
2018,процент,,Карагандинская,99.8
2018,процент,,Костанайская,100.0
2018,процент,,Кызылординская,100.0
2018,процент,,Мангистауская,99.8
2018,процент,,Павлодарская,99.9
2018,процент,,Северо-Казахстанская,99.9
2018,процент,,Туркестанская,99.9
2018,процент,,Восточно-Казахстанская,100.0
2018,процент,,г.Нур-Султан,99.9
2018,процент,,г.Алматы,100.0
2018,процент,,г.Шымкент,99.9
2018,процент,городское население,,99.902853582859
2018,процент,городское население,Акмолинская,99.67732177069678
2018,процент,городское население,Актюбинская,99.57688453401627
2018,процент,городское население,Алматинская,99.95825360932336
2018,процент,городское население,Атырауская,99.66018123667378
2018,процент,городское население,Западно-Казахстанская,99.79395604395604
2018,процент,городское население,Жымбылская,99.92751603010872
2018,процент,городское население,Карагандинская,99.71934271875423
2018,процент,городское население,Костанайская,99.96871415163208
2018,процент,городское население,Кызылординская,99.76907362998492
2018,процент,городское население,Мангистауская,99.71410953528783
2018,процент,городское население,Павлодарская,99.83043284248104
2018,процент,городское население,Северо-Казахстанская,99.74137931034485
2018,процент,городское население,Туркестанская,99.15737211985596
2018,процент,городское население,Восточно-Казахстанская,99.8578102782856
2018,процент,городское население,г.Нур-Султан,99.8
2018,процент,городское население,г.Алматы,99.8
2018,процент,городское население,г.Шымкент,99.2
2018,процент,сельское население,,99.8
2018,процент,сельское население,Акмолинская,99.9
2018,процент,сельское население,Актюбинская,99.9
2018,процент,сельское население,Алматинская,100.0
2018,процент,сельское население,Атырауская,100.0
2018,процент,сельское население,Западно-Казахстанская,100.0
2018,процент,сельское население,Жымбылская,99.9
2018,процент,сельское население,Карагандинская,99.6
2018,процент,сельское население,Костанайская,99.9
2018,процент,сельское население,Кызылординская,99.7
2018,процент,сельское население,Мангистауская,99.3
2018,процент,сельское население,Павлодарская,99.8
2018,процент,сельское население,Северо-Казахстанская,100.0
2018,процент,сельское население,Туркестанская,99.7
2018,процент,сельское население,Восточно-Казахстанская,100.0
2019,процент,,,99.9
2019,процент,,Акмолинская,99.9
2019,процент,,Актюбинская,100.0
2019,процент,,Алматинская,100.0
2019,процент,,Атырауская,100.0
2019,процент,,Западно-Казахстанская,99.8
2019,процент,,Жымбылская,99.9
2019,процент,,Карагандинская,99.9
2019,процент,,Костанайская,100.0
2019,процент,,Кызылординская,100.0
2019,процент,,Мангистауская,99.9
2019,процент,,Павлодарская,99.9
2019,процент,,Северо-Казахстанская,99.9
2019,процент,,Туркестанская,99.9
2019,процент,,Восточно-Казахстанская,100.0
2019,процент,,г.Нур-Султан,100.0
2019,процент,,г.Алматы,100.0
2019,процент,,г.Шымкент,99.9
2019,процент,городское население,,99.902853582859
2019,процент,городское население,Акмолинская,99.8
2019,процент,городское население,Актюбинская,99.7
2019,процент,городское население,Алматинская,99.95825360932336
2019,процент,городское население,Атырауская,99.8
2019,процент,городское население,Западно-Казахстанская,99.9
2019,процент,городское население,Жымбылская,99.92751603010872
2019,процент,городское население,Карагандинская,99.8
2019,процент,городское население,Костанайская,99.96871415163208
2019,процент,городское население,Кызылординская,99.9
2019,процент,городское население,Мангистауская,99.8
2019,процент,городское население,Павлодарская,99.9
2019,процент,городское население,Северо-Казахстанская,99.8
2019,процент,городское население,Туркестанская,99.4
2019,процент,городское население,Восточно-Казахстанская,99.8578102782856
2019,процент,городское население,г.Нур-Султан,99.9
2019,процент,городское население,г.Алматы,99.9
2019,процент,городское население,г.Шымкент,99.3
2019,процент,сельское население,,99.8
2019,процент,сельское население,Акмолинская,99.9
2019,процент,сельское население,Актюбинская,99.9
2019,процент,сельское население,Алматинская,100.0
2019,процент,сельское население,Атырауская,100.0
2019,процент,сельское население,Западно-Казахстанская,100.0
2019,процент,сельское население,Жымбылская,99.9
2019,процент,сельское население,Карагандинская,99.6
2019,процент,сельское население,Костанайская,99.9
2019,процент,сельское население,Кызылординская,99.8
2019,процент,сельское население,Мангистауская,99.4
2019,процент,сельское население,Павлодарская,99.9
2019,процент,сельское население,Северо-Казахстанская,100.0
2019,процент,сельское население,Туркестанская,99.8
2019,процент,сельское население,Восточно-Казахстанская,100.0
