Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2013,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",96.53643048921876
2013,пайыз,_L_IND_BUILD,96.27237997216162
2013,пайыз,Көлiк және коммуникация,102.42075941094213
2013,пайыз,Басқалар,68.22846072436299
2013,пайыз,Борышқа қызмет көрсету,82.7343493196303
2013,пайыз,Трансферттер,100.0
2014,пайыз,,105.3
2014,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,116.86399539403124
2014,пайыз,Қорғаныс,95.69061182789646
2014,пайыз,_L_BUD_EXP_PSLJ_CEA,97.20939346157442
2014,пайыз,Білім беру,100.6384060266587
2014,пайыз,Денсаулық сақтау,99.68881806176006
2014,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,98.42002987495178
2014,пайыз,Тұрғын үй-коммуналдық шаруашылық,127.71001831587168
2014,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",92.86933742183278
2014,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,98.2532702759156
2014,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",111.58569174176267
2014,пайыз,_L_IND_BUILD,120.78114879842626
2014,пайыз,Көлiк және коммуникация,97.4296041766556
2014,пайыз,Басқалар,164.62325817743871
2014,пайыз,Борышқа қызмет көрсету,97.43988150637732
2014,пайыз,Трансферттер,100.0
2015,пайыз,,91.2
2015,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,149.36416946104993
2015,пайыз,Қорғаныс,98.37063502597032
2015,пайыз,_L_BUD_EXP_PSLJ_CEA,89.3013902118722
2015,пайыз,Білім беру,82.86432000661733
2015,пайыз,Денсаулық сақтау,93.84356396661614
2015,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,94.40480699798678
2015,пайыз,Тұрғын үй-коммуналдық шаруашылық,80.90945658924485
2015,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",88.09293120660637
2015,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,104.62699947370464
2015,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",105.45905297434504
2015,пайыз,_L_IND_BUILD,87.14829624052425
2015,пайыз,Көлiк және коммуникация,88.25998177248557
2015,пайыз,Басқалар,51.17522628141029
2015,пайыз,Борышқа қызмет көрсету,97.9440750035439
2015,пайыз,Трансферттер,100.0
2016,пайыз,,110.9
2016,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,129.51174883647883
2016,пайыз,Қорғаныс,106.4580906574626
2016,пайыз,_L_BUD_EXP_PSLJ_CEA,108.58665291822042
2016,пайыз,Білім беру,118.96053229206818
2016,пайыз,Денсаулық сақтау,112.72156068202764
2016,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,99.47118342344808
2016,пайыз,Тұрғын үй-коммуналдық шаруашылық,167.10793359606802
2016,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",125.9603926458934
2016,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,136.44927531720586
2016,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",157.82245884830505
2016,пайыз,_L_IND_BUILD,106.77483890240448
2016,пайыз,Көлiк және коммуникация,121.63578611086866
2016,пайыз,Басқалар,99.65626329985886
2016,пайыз,Борышқа қызмет көрсету,115.89086100184456
2016,пайыз,Трансферттер,100.0502858705636
2017,пайыз,,130.3
2017,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,109.27343816073244
2017,пайыз,Қорғаныс,104.6407043323604
2017,пайыз,_L_BUD_EXP_PSLJ_CEA,113.86273104313118
2017,пайыз,Білім беру,106.76364836808578
2017,пайыз,Денсаулық сақтау,99.9447778666347
2017,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,103.72256742235682
2017,пайыз,Тұрғын үй-коммуналдық шаруашылық,104.52064051692678
2017,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",139.95004979670492
2017,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,179.43435814574283
2017,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",134.19851782833072
2017,пайыз,_L_IND_BUILD,418.5977615951045
2017,пайыз,Көлiк және коммуникация,116.94862367744145
2017,пайыз,Басқалар,651.2480788074346
2017,пайыз,Борышқа қызмет көрсету,87.73460401606549
2017,пайыз,Трансферттер,100.63400301713732
2018,пайыз,,104.5
2018,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,114.07686748153158
2018,пайыз,Қорғаныс,99.54040852997056
2018,пайыз,_L_BUD_EXP_PSLJ_CEA,120.08708197519734
2018,пайыз,Білім беру,123.61234591784016
2018,пайыз,Денсаулық сақтау,100.3992536456742
2018,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,98.65227522244868
2018,пайыз,Тұрғын үй-коммуналдық шаруашылық,120.07866113401649
2018,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",124.71816700927153
2018,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,111.65499091321766
2018,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",139.04173829785043
2018,пайыз,_L_IND_BUILD,245.26065399643596
2018,пайыз,Көлiк және коммуникация,99.31347097709924
2018,пайыз,Басқалар,98.20907504437623
2018,пайыз,Борышқа қызмет көрсету,97.60866206263896
2018,пайыз,Трансферттер,100.53680004668576
2019,пайыз,,112.1
2019,пайыз,Жалпы сипаттағы мемлекеттiк қызметтер,129.7
2019,пайыз,Қорғаныс,116.2
2019,пайыз,_L_BUD_EXP_PSLJ_CEA,106.0
2019,пайыз,Білім беру,98.6
2019,пайыз,Денсаулық сақтау,107.3
2019,пайыз,Әлеуметтiк көмек және әлеуметтiк қамсыздандыру,110.2
2019,пайыз,Тұрғын үй-коммуналдық шаруашылық,135.7
2019,пайыз,"Мәдениет, спорт, туризм және ақпараттық кеңістiк",110.9
2019,пайыз,Отын-энергетика кешенi және жер қойнауын пайдалану,139.8
2019,пайыз,"Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары",99.9
2019,пайыз,_L_IND_BUILD,121.8
2019,пайыз,Көлiк және коммуникация,104.5
2019,пайыз,Басқалар,169.9
2019,пайыз,Борышқа қызмет көрсету,101.1
2019,пайыз,Трансферттер,100.0
